DATE,CL-1,CL-100,CL-101,CL-104,CL-105,CL-106,CL-107,CL-108,CL-111,CL-112,CL-113,CL-114,CL-115,CL-116,CL-117,CL-118,CL-119,CL-120,CL-121,CL-122,CL-123,CL-124,CL-125,CL-126,CL-127,CL-128,CL-129,CL-130,CL-132,CL-133,CL-134,CL-135,CL-136,CL-137,CL-138,CL-139,CL-140,CL-141,CL-142,CL-143,CL-144,CL-145,CL-146,CL-147,CL-149,CL-15,CL-150,CL-151,CL-152,CL-153,CL-154,CL-155,CL-156,CL-157,CL-158,CL-159,CL-161,CL-162,CL-163,CL-168,CL-17,CL-19,CL-20,CL-21,CL-22,CL-23,CL-24,CL-25,CL-26,CL-27,CL-28,CL-29,CL-35,CL-36,CL-37,CL-39,CL-40,CL-41,CL-45,CL-52,CL-53,CL-59,CL-60,CL-65,CL-69,CL-73,CL-74,CL-77,CL-78,CL-79,CL-80,CL-81,CL-82,CL-83,CL-84,CL-85,CL-86,CL-88,CL-89,CL-9,CL-90,CL-91,CL-92,CL-93,CL-94,CL-95,CL-96,CL-97,CL-98,CL-99,PZanj-04,PZanj-102,PZanj-103,T-0,T-1,T-4,T-5,T-7,T-8,Tilopozo,Tucucaro,Grand Total
1996-09-01,590.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553.033,599,0,0,1363.667,0,0,81.2,0,137.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3767.466
1996-09-30,590.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553.033,599,0,0,1363.667,0,0,81.2,0,137.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3767.466
1996-10-01,1809.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931.645,632.097,0,0,1645.742,0,0,66.774,0,316.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5944.581
1996-10-31,1809.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931.645,632.097,0,0,1645.742,0,0,66.774,0,316.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5944.581
1996-11-01,1836.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542.933,0,973.8,623.533,0,0,1796,0,0,164.433,0,298.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6731.3
1996-11-30,1836.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542.933,0,973.8,623.533,0,0,1796,0,0,164.433,0,298.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6731.3
1996-12-01,1581.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418.258,0,896.839,546.387,0,0,1661.484,0,0,192.677,0,98.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5889
1996-12-31,1581.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418.258,0,896.839,546.387,0,0,1661.484,0,0,192.677,0,98.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5889
1997-01-01,1434.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.581,753.419,516.839,0,0,1575,463.29,0,0,0,0,0,1420.581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6920.065
1997-01-31,1434.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.581,753.419,516.839,0,0,1575,463.29,0,0,0,0,0,1420.581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6920.065
1997-02-01,1512.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5,912.571,535.5,0,0,1488.25,397.179,0,0,0,0,0,1572.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7286.607
1997-02-28,1512.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5,912.571,535.5,0,0,1488.25,397.179,0,0,0,0,0,1572.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7286.607
1997-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.645,654.903,0,0,0,1246.839,542.419,0,0,0,0,0,1232.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4347.29
1997-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.645,654.903,0,0,0,1246.839,542.419,0,0,0,0,0,1232.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4347.29
1997-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597.467,0,0,0,1109.967,490.933,0,0,0,0,0,1604.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4430
1997-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597.467,0,0,0,1109.967,490.933,0,0,0,0,0,1604.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4430
1997-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615.419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.581,630.645,123.903,1517.355,0,0,632.097,0,0,0,0,0,1013.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4624.742
1997-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615.419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.581,630.645,123.903,1517.355,0,0,632.097,0,0,0,0,0,1013.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4624.742
1997-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.567,197,0,1663.367,0,0,795.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3491.867
1997-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.567,197,0,1663.367,0,0,795.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3491.867
1997-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.419,80.516,159.742,1062.645,0,0,902.548,0,0,0,0,0,382.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3381.516
1997-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.419,80.516,159.742,1062.645,0,0,902.548,0,0,0,0,0,382.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3381.516
1997-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.839,558.323,0,1970.355,0,0,905.032,0,0,0,0,0,563.581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4945.033
1997-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.839,558.323,0,1970.355,0,0,905.032,0,0,0,0,0,563.581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4945.033
1997-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634.967,621.2,215.9,2105.467,0,0,778.8,0,0,0,0,0,1287.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6330.734
1997-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634.967,621.2,215.9,2105.467,0,0,778.8,0,0,0,0,0,1287.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6330.734
1997-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978.839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769.226,0,493.677,2115.516,0,538.871,841.71,0,0,0,0,0,1861.387,225.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,8291
1997-10-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978.839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769.226,0,493.677,2115.516,0,538.871,841.71,0,0,0,0,0,1861.387,225.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,8291
1997-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654.667,665.2,472.967,2188.433,0,1247.367,587,0,0,0,0,0,873.933,653.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,8464.867
1997-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654.667,665.2,472.967,2188.433,0,1247.367,587,0,0,0,0,0,873.933,653.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,8464.867
1997-12-01,1034.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535.161,779.935,383.355,2117.742,0,585.452,609.71,0,0,0,0,0,1217.29,835.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,9169.807
1997-12-31,1034.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535.161,779.935,383.355,2117.742,0,585.452,609.71,0,0,0,0,0,1217.29,835.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,9169.807
1998-01-01,2187.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423.097,801,410.742,2174.677,0,0,551.839,0,0,0,0,102.226,1125.452,840.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,9665
1998-01-31,2187.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423.097,801,410.742,2174.677,0,0,551.839,0,0,0,0,102.226,1125.452,840.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,9665
1998-02-01,2067.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531.964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.25,702.857,0,2248.036,0,0,412.821,0,0,0,0,713.143,1091.929,1063.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,10047.142
1998-02-28,2067.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531.964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.25,702.857,0,2248.036,0,0,412.821,0,0,0,0,713.143,1091.929,1063.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,10047.142
1998-03-01,1958.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508.806,626.484,0,1923.774,0,0,519.871,0,0,0,0,1431.806,930.194,181.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,9177.257
1998-03-31,1958.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508.806,626.484,0,1923.774,0,0,519.871,0,0,0,0,1431.806,930.194,181.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,9177.257
1998-04-01,1932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498.1,406.333,296.533,1860.533,0,0,406.867,0,0,0,0,1340.567,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,8727.066
1998-04-30,1932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498.1,406.333,296.533,1860.533,0,0,406.867,0,0,0,0,1340.567,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,8727.066
1998-05-01,522.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.774,167.097,130.806,419.129,0,0,212.903,0,0,0,0,278.194,714.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,3618.29
1998-05-31,522.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.774,167.097,130.806,419.129,0,0,212.903,0,0,0,0,278.194,714.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,3618.29
1998-06-01,1167.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467.667,817.533,448.6,1264.733,0,0,779.167,0,0,0,0,0,582.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,6482.867
1998-06-30,1167.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467.667,817.533,448.6,1264.733,0,0,779.167,0,0,0,0,0,582.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,6482.867
1998-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.161,219.29,0,1504.839,0,0,524,0,0,0,0,0,562.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,4256.645
1998-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.161,219.29,0,1504.839,0,0,524,0,0,0,0,0,562.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,4256.645
1998-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443.935,505.452,0,1870.548,0,0,701.387,0,0,0,0,0,469.419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,5092.031
1998-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443.935,505.452,0,1870.548,0,0,701.387,0,0,0,0,0,469.419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,5092.031
1998-09-01,1007.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525.733,655.1,0,2105.567,0,0,571.367,0,0,0,0,813.8,511.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,7211.467
