,alb,til,tuc,peine,sop,mop,sop_iny,mop_iny
E4,-5.538440457606829e-05,-0.01840844048029661,-0.0006000397145623787,-0.000426529502810072,-0.0008013824285320192,-0.0007506180464673574,0.025583307666080114,0.021612798585020906
E4,-5.538440457606829e-05,-0.01840844048029661,-0.0006000397145623787,-0.000426529502810072,-0.0008013824285320192,-0.0007506180464673574,0.025583307666080114,0.021612798585020906
ES-11,-0.0022020036587853255,-0.1798538711195504,-0.00169085159064439,-0.0014897480276206345,-0.06429955703516743,-0.05329127630060696,0.8497165787788554,0.7571048162344854
ES-11,-0.0022020036587853255,-0.1798538711195504,-0.00169085159064439,-0.0014897480276206345,-0.06429955703516743,-0.05329127630060696,0.8497165787788554,0.7571048162344854
ES-11,-0.0022020036587853255,-0.1798538711195504,-0.00169085159064439,-0.0014897480276206345,-0.06429955703516743,-0.05329127630060696,0.8497165787788554,0.7571048162344854
GD-03,-0.0002140597761930677,-0.5227599590370777,-0.023450670372542816,-0.017683674986363963,-0.02774610713275193,-0.02476748747154423,0.30565896413397514,0.2889867005470204
GD-03,-0.0002140597761930677,-0.5227599590370777,-0.023450670372542816,-0.017683674986363963,-0.02774610713275193,-0.02476748747154423,0.30565896413397514,0.2889867005470204
GD-03,-0.0002140597761930677,-0.5227599590370777,-0.023450670372542816,-0.017683674986363963,-0.02774610713275193,-0.02476748747154423,0.30565896413397514,0.2889867005470204
GD-04,-2.9747567021741922e-05,-0.28459863483171083,-0.0781667309136357,-0.07496787213437175,-0.015273845273788604,-0.013047883128507699,0.20621356598785348,0.18828782670893998
GD-04,-2.9747567021741922e-05,-0.28459863483171083,-0.0781667309136357,-0.07496787213437175,-0.015273845273788604,-0.013047883128507699,0.20621356598785348,0.18828782670893998
GD-04,-2.9747567021741922e-05,-0.28459863483171083,-0.0781667309136357,-0.07496787213437175,-0.015273845273788604,-0.013047883128507699,0.20621356598785348,0.18828782670893998
L10-1,-4.806878938690873e-20,-1.3997453713164234,-7.005036234128152e-08,-6.2693511743774e-09,-0.024544980142898506,-0.020230207508566557,0.14528146624261948,0.10866615083568609
L10-1,-4.806878938690873e-20,-1.3997453713164234,-7.005036234128152e-08,-6.2693511743774e-09,-0.024544980142898506,-0.020230207508566557,0.14528146624261948,0.10866615083568609
L10-1,-4.806878938690873e-20,-1.3997453713164234,-7.005036234128152e-08,-6.2693511743774e-09,-0.024544980142898506,-0.020230207508566557,0.14528146624261948,0.10866615083568609
L10-10,-1.0223608857356249e-06,-0.8510685319041514,-0.009061965758871986,-0.005915835340393289,-0.017875860566623235,-0.015635554272998117,0.19835699174756585,0.18095246109935859
L10-10,-1.0223608857356249e-06,-0.8510685319041514,-0.009061965758871986,-0.005915835340393289,-0.017875860566623235,-0.015635554272998117,0.19835699174756585,0.18095246109935859
L10-10,-1.0223608857356249e-06,-0.8510685319041514,-0.009061965758871986,-0.005915835340393289,-0.017875860566623235,-0.015635554272998117,0.19835699174756585,0.18095246109935859
L10-11,-0.0017462332444909167,-0.056612351111249716,-7.665229984053049e-06,-4.374479618133332e-06,-0.06795259106009015,-0.057355105975440274,1.0249833408151126,0.9209687063068306
L10-11,-0.0017462332444909167,-0.056612351111249716,-7.665229984053049e-06,-4.374479618133332e-06,-0.06795259106009015,-0.057355105975440274,1.0249833408151126,0.9209687063068306
L10-11,-0.0017462332444909167,-0.056612351111249716,-7.665229984053049e-06,-4.374479618133332e-06,-0.06795259106009015,-0.057355105975440274,1.0249833408151126,0.9209687063068306
L10-12,-0.03625611134836235,-0.3770274400182171,-0.022189645166412274,-0.015107935007164494,-0.07060873555230103,-0.05685307295710106,1.032287135255025,0.9069761216338929
L10-12,-0.03625611134836235,-0.3770274400182171,-0.022189645166412274,-0.015107935007164494,-0.07060873555230103,-0.05685307295710106,1.032287135255025,0.9069761216338929
L10-12,-0.03625611134836235,-0.3770274400182171,-0.022189645166412274,-0.015107935007164494,-0.07060873555230103,-0.05685307295710106,1.032287135255025,0.9069761216338929
L10-13,-0.00037231558461851827,-0.3319791484186588,-0.008273945114164549,-0.007634124979165335,-0.025675709882511083,-0.02428295672039455,0.3532428796025405,0.3466934328168106
L10-13,-0.00037231558461851827,-0.3319791484186588,-0.008273945114164549,-0.007634124979165335,-0.025675709882511083,-0.02428295672039455,0.3532428796025405,0.3466934328168106
L10-13,-0.00037231558461851827,-0.3319791484186588,-0.008273945114164549,-0.007634124979165335,-0.025675709882511083,-0.02428295672039455,0.3532428796025405,0.3466934328168106
L10-14,-0.0008212533322871472,-0.025949108349273456,-0.0018132594563860106,-0.0010949816383100165,-0.007967336362047705,-0.007872072632511334,0.002841848127499421,0.002761703198182657
L10-14,-0.0008212533322871472,-0.025949108349273456,-0.0018132594563860106,-0.0010949816383100165,-0.007967336362047705,-0.007872072632511334,0.002841848127499421,0.002761703198182657
L10-14,-0.0008212533322871472,-0.025949108349273456,-0.0018132594563860106,-0.0010949816383100165,-0.007967336362047705,-0.007872072632511334,0.002841848127499421,0.002761703198182657
L10-15,-0.0018599129581081172,-0.22983958704074792,-4.4155385144078215e-07,-1.6315249938701344e-07,-0.08890999982945648,-0.07797873091180661,1.4421408171179728,1.3646635323666907
L10-15,-0.0018599129581081172,-0.22983958704074792,-4.4155385144078215e-07,-1.6315249938701344e-07,-0.08890999982945648,-0.07797873091180661,1.4421408171179728,1.3646635323666907
L10-15,-0.0018599129581081172,-0.22983958704074792,-4.4155385144078215e-07,-1.6315249938701344e-07,-0.08890999982945648,-0.07797873091180661,1.4421408171179728,1.3646635323666907
L10-16,-0.00025210620603656616,-0.12244119509634903,-3.345491173084001e-14,-8.194217464561469e-15,-0.008974371750487755,-0.00460150860313133,0.12340748096402963,0.10789815866315207
L10-16,-0.00025210620603656616,-0.12244119509634903,-3.345491173084001e-14,-8.194217464561469e-15,-0.008974371750487755,-0.00460150860313133,0.12340748096402963,0.10789815866315207
L10-16,-0.00025210620603656616,-0.12244119509634903,-3.345491173084001e-14,-8.194217464561469e-15,-0.008974371750487755,-0.00460150860313133,0.12340748096402963,0.10789815866315207
L10-17,-0.0004947121963281057,-0.1312674585393734,-4.322985343349793e-12,-1.90751129355212e-12,-0.0197649416259357,-0.011305007851759473,0.15067811557229477,0.12681070306503578
L10-17,-0.0004947121963281057,-0.1312674585393734,-4.322985343349793e-12,-1.90751129355212e-12,-0.0197649416259357,-0.011305007851759473,0.15067811557229477,0.12681070306503578
L10-17,-0.0004947121963281057,-0.1312674585393734,-4.322985343349793e-12,-1.90751129355212e-12,-0.0197649416259357,-0.011305007851759473,0.15067811557229477,0.12681070306503578
L10-2,-0.0003286622997676935,-3.432688390134935e-11,-3.636638579649262e-13,-2.34528559952544e-13,-0.0032738295623863417,-0.0026975060094156875,8.243402030893087e-25,7.652440200935524e-25
L10-2,-0.0003286622997676935,-3.432688390134935e-11,-3.636638579649262e-13,-2.34528559952544e-13,-0.0032738295623863417,-0.0026975060094156875,8.243402030893087e-25,7.652440200935524e-25
L10-2,-0.0003286622997676935,-3.432688390134935e-11,-3.636638579649262e-13,-2.34528559952544e-13,-0.0032738295623863417,-0.0026975060094156875,8.243402030893087e-25,7.652440200935524e-25
L10-3,-0.009506102171202003,-0.4243096009831495,-0.0032320158377609994,-0.001670186580896654,-0.029479119343377203,-0.02904712720353316,0.4464209886582548,0.4431236796826122
L10-3,-0.009506102171202003,-0.4243096009831495,-0.0032320158377609994,-0.001670186580896654,-0.029479119343377203,-0.02904712720353316,0.4464209886582548,0.4431236796826122
L10-3,-0.009506102171202003,-0.4243096009831495,-0.0032320158377609994,-0.001670186580896654,-0.029479119343377203,-0.02904712720353316,0.4464209886582548,0.4431236796826122
L10-4,-0.0005029120806722097,-0.0903854551093148,-0.00023173474178813104,-0.00011705904540626336,-0.008439547649596618,-0.008349343606439904,2.9044557213772654e-08,2.8738789277064552e-08
L10-4,-0.0005029120806722097,-0.0903854551093148,-0.00023173474178813104,-0.00011705904540626336,-0.008439547649596618,-0.008349343606439904,2.9044557213772654e-08,2.8738789277064552e-08
L10-4,-0.0005029120806722097,-0.0903854551093148,-0.00023173474178813104,-0.00011705904540626336,-0.008439547649596618,-0.008349343606439904,2.9044557213772654e-08,2.8738789277064552e-08
L10-5,-0.0003358089405824633,-0.33678453733127955,-0.0035176846500254368,-0.002762973713432202,-0.025958885693853732,-0.024081181483124464,0.3539588306249128,0.3453515110870313
L10-5,-0.0003358089405824633,-0.33678453733127955,-0.0035176846500254368,-0.002762973713432202,-0.025958885693853732,-0.024081181483124464,0.3539588306249128,0.3453515110870313
L10-5,-0.0003358089405824633,-0.33678453733127955,-0.0035176846500254368,-0.002762973713432202,-0.025958885693853732,-0.024081181483124464,0.3539588306249128,0.3453515110870313
L10-6,-0.0001751476134543169,-0.5215607437545792,-0.009373956545350847,-0.007070357475971045,-0.028496854163700173,-0.024752602330332812,0.31461945204830116,0.29296179738740813
L10-6,-0.0001751476134543169,-0.5215607437545792,-0.009373956545350847,-0.007070357475971045,-0.028496854163700173,-0.024752602330332812,0.31461945204830116,0.29296179738740813
L10-6,-0.0001751476134543169,-0.5215607437545792,-0.009373956545350847,-0.007070357475971045,-0.028496854163700173,-0.024752602330332812,0.31461945204830116,0.29296179738740813
L10-7,-0.04663056416076315,-0.2383444342647672,-1.1886472020694437e-08,-2.563104056624732e-09,-0.002591279655959104,-0.0024230577396275516,0.056051297329817014,0.039045604642373666
L10-7,-0.04663056416076315,-0.2383444342647672,-1.1886472020694437e-08,-2.563104056624732e-09,-0.002591279655959104,-0.0024230577396275516,0.056051297329817014,0.039045604642373666
L10-7,-0.04663056416076315,-0.2383444342647672,-1.1886472020694437e-08,-2.563104056624732e-09,-0.002591279655959104,-0.0024230577396275516,0.056051297329817014,0.039045604642373666
L10-8,-3.8346235581903196e-26,-0.5725700790881778,-0.004475153192751387,-0.00316502797810913,-0.026704237452082284,-0.02205384694270869,0.36010114143031896,0.3337529987428559
L10-8,-3.8346235581903196e-26,-0.5725700790881778,-0.004475153192751387,-0.00316502797810913,-0.026704237452082284,-0.02205384694270869,0.36010114143031896,0.3337529987428559
L10-8,-3.8346235581903196e-26,-0.5725700790881778,-0.004475153192751387,-0.00316502797810913,-0.026704237452082284,-0.02205384694270869,0.36010114143031896,0.3337529987428559
L10-9,-0.00019861669255572917,-0.3695249774887215,-5.417700796349661e-12,-6.307746138860771e-13,-0.019689978314431998,-0.015180192403013958,0.2582958251272479,0.2336320562628829
L10-9,-0.00019861669255572917,-0.3695249774887215,-5.417700796349661e-12,-6.307746138860771e-13,-0.019689978314431998,-0.015180192403013958,0.2582958251272479,0.2336320562628829
L10-9,-0.00019861669255572917,-0.3695249774887215,-5.417700796349661e-12,-6.307746138860771e-13,-0.019689978314431998,-0.015180192403013958,0.2582958251272479,0.2336320562628829
LM-05,-0.00016941347838076598,-1.1958154093649238e-08,-8.337618039450767e-09,-7.914529344334607e-09,-5.994800359851025e-05,-5.922087935140094e-05,0.010349050310978436,0.010081497067214808
LM-05,-0.00016941347838076598,-1.1958154093649238e-08,-8.337618039450767e-09,-7.914529344334607e-09,-5.994800359851025e-05,-5.922087935140094e-05,0.010349050310978436,0.010081497067214808
LM-05,-0.00016941347838076598,-1.1958154093649238e-08,-8.337618039450767e-09,-7.914529344334607e-09,-5.994800359851025e-05,-5.922087935140094e-05,0.010349050310978436,0.010081497067214808
LM-06,-540.7044315937978,-0.012922081614498974,-6.778795940496372e-09,-5.659313073787205e-10,-0.002606314056598839,-0.002451899698136796,0.027249811470099274,0.024982406240683472
LM-06,-540.7044315937978,-0.012922081614498974,-6.778795940496372e-09,-5.659313073787205e-10,-0.002606314056598839,-0.002451899698136796,0.027249811470099274,0.024982406240683472
LM-06,-540.7044315937978,-0.012922081614498974,-6.778795940496372e-09,-5.659313073787205e-10,-0.002606314056598839,-0.002451899698136796,0.027249811470099274,0.024982406240683472
LM-07,-2.5623364359030108e-05,-3.68398833861009e-15,-1.9841533953790065e-17,-9.883051098120575e-18,-0.0006043065327626464,-0.000532769004390774,0.009272621230036679,0.00896523121407213
LM-07,-2.5623364359030108e-05,-3.68398833861009e-15,-1.9841533953790065e-17,-9.883051098120575e-18,-0.0006043065327626464,-0.000532769004390774,0.009272621230036679,0.00896523121407213
LM-07,-2.5623364359030108e-05,-3.68398833861009e-15,-1.9841533953790065e-17,-9.883051098120575e-18,-0.0006043065327626464,-0.000532769004390774,0.009272621230036679,0.00896523121407213
LM-08,-9.323247207980288e-05,-0.042839918181414784,-0.007157267896199767,-0.005591148516738839,-0.007661132128567967,-0.007314748054433796,0.11128599045085427,0.10799185185730747
LM-08,-9.323247207980288e-05,-0.042839918181414784,-0.007157267896199767,-0.005591148516738839,-0.007661132128567967,-0.007314748054433796,0.11128599045085427,0.10799185185730747
LM-08,-9.323247207980288e-05,-0.042839918181414784,-0.007157267896199767,-0.005591148516738839,-0.007661132128567967,-0.007314748054433796,0.11128599045085427,0.10799185185730747
LM-09,-0.024591116974080434,-0.0317829025949015,-0.003932422112896935,-0.003188060502050283,-0.00100111311863341,-0.0008180596663748998,4.865528115502485,4.154580344777069
LM-09,-0.024591116974080434,-0.0317829025949015,-0.003932422112896935,-0.003188060502050283,-0.00100111311863341,-0.0008180596663748998,4.865528115502485,4.154580344777069
LM-09,-0.024591116974080434,-0.0317829025949015,-0.003932422112896935,-0.003188060502050283,-0.00100111311863341,-0.0008180596663748998,4.865528115502485,4.154580344777069
LM-10,-0.00013701171310589823,-0.020693352059101423,-3.4845309737593025e-07,-1.1569729033859315e-07,-0.0021662212650244783,-0.002146969651158807,0.027159954007017862,0.022357349241130368
LM-10,-0.00013701171310589823,-0.020693352059101423,-3.4845309737593025e-07,-1.1569729033859315e-07,-0.0021662212650244783,-0.002146969651158807,0.027159954007017862,0.022357349241130368
LM-10,-0.00013701171310589823,-0.020693352059101423,-3.4845309737593025e-07,-1.1569729033859315e-07,-0.0021662212650244783,-0.002146969651158807,0.027159954007017862,0.022357349241130368
LM-17,-0.0003668406722212094,-0.06355185716183487,-1.81358800088776e-05,-1.638834777562973e-05,-0.026638441307966644,-0.022768202517507757,0.1767616595610271,0.1326290975688512
LM-17,-0.0003668406722212094,-0.06355185716183487,-1.81358800088776e-05,-1.638834777562973e-05,-0.026638441307966644,-0.022768202517507757,0.1767616595610271,0.1326290975688512
LM-17,-0.0003668406722212094,-0.06355185716183487,-1.81358800088776e-05,-1.638834777562973e-05,-0.026638441307966644,-0.022768202517507757,0.1767616595610271,0.1326290975688512
MP-07A,-0.0002441454268351942,-0.0013904959471587165,-3.15528107496057e-08,-4.4441152011113664e-10,-0.008752013255904585,-0.008732712244080065,0.004097286060779914,0.003930134421460012
MP-07A,-0.0002441454268351942,-0.0013904959471587165,-3.15528107496057e-08,-4.4441152011113664e-10,-0.008752013255904585,-0.008732712244080065,0.004097286060779914,0.003930134421460012
MP-07A,-0.0002441454268351942,-0.0013904959471587165,-3.15528107496057e-08,-4.4441152011113664e-10,-0.008752013255904585,-0.008732712244080065,0.004097286060779914,0.003930134421460012
MP-07C-1,-2.410906069231446e-37,-0.013937391386461925,-3.403383165539037e-08,-1.909718164688357e-10,-0.09790237889434904,-0.09688571678373828,0.04094787414568689,0.04005469110968732
MP-07C-1,-2.410906069231446e-37,-0.013937391386461925,-3.403383165539037e-08,-1.909718164688357e-10,-0.09790237889434904,-0.09688571678373828,0.04094787414568689,0.04005469110968732
MP-07C-1,-2.410906069231446e-37,-0.013937391386461925,-3.403383165539037e-08,-1.909718164688357e-10,-0.09790237889434904,-0.09688571678373828,0.04094787414568689,0.04005469110968732
MP-08A,-0.00022150455599044932,-0.09711055688973269,-2.0416521428279423e-25,-9.938848260148715e-29,-0.0018959696172107545,-0.001754982061240458,0.07745216688484588,0.06800464728796506
MP-08A,-0.00022150455599044932,-0.09711055688973269,-2.0416521428279423e-25,-9.938848260148715e-29,-0.0018959696172107545,-0.001754982061240458,0.07745216688484588,0.06800464728796506
MP-08A,-0.00022150455599044932,-0.09711055688973269,-2.0416521428279423e-25,-9.938848260148715e-29,-0.0018959696172107545,-0.001754982061240458,0.07745216688484588,0.06800464728796506
MPS-AA,-0.00010128053162538424,-0.015363581406616918,-5.23944573899918e-07,-1.0687039466147966e-07,-0.001262272082403595,-0.0010823536521031108,4.5493602726243765e-05,4.377318146949274e-05
MPS-AA,-0.00010128053162538424,-0.015363581406616918,-5.23944573899918e-07,-1.0687039466147966e-07,-0.001262272082403595,-0.0010823536521031108,4.5493602726243765e-05,4.377318146949274e-05
MPS-AA,-0.00010128053162538424,-0.015363581406616918,-5.23944573899918e-07,-1.0687039466147966e-07,-0.001262272082403595,-0.0010823536521031108,4.5493602726243765e-05,4.377318146949274e-05
MPS-AB,-0.0014449253710282508,-0.04352092379242799,-4.127210538489012e-08,-4.810124375787913e-09,-0.0016267997371914016,-0.0014367392177213037,28.712248551465663,26.925495226212945
MPS-AB,-0.0014449253710282508,-0.04352092379242799,-4.127210538489012e-08,-4.810124375787913e-09,-0.0016267997371914016,-0.0014367392177213037,28.712248551465663,26.925495226212945
MPS-AB,-0.0014449253710282508,-0.04352092379242799,-4.127210538489012e-08,-4.810124375787913e-09,-0.0016267997371914016,-0.0014367392177213037,28.712248551465663,26.925495226212945
MPS-AC,-0.0009636250121351942,-0.008644232257822428,-8.327671109710349e-09,-9.706931423555227e-10,-0.00107440782218926,-0.000921421019996538,3.285923377083992,2.8780341508831913
MPS-AC,-0.0009636250121351942,-0.008644232257822428,-8.327671109710349e-09,-9.706931423555227e-10,-0.00107440782218926,-0.000921421019996538,3.285923377083992,2.8780341508831913
MPS-AC,-0.0009636250121351942,-0.008644232257822428,-8.327671109710349e-09,-9.706931423555227e-10,-0.00107440782218926,-0.000921421019996538,3.285923377083992,2.8780341508831913
MPS-CA,-0.0005552249604735966,-0.1392292966926463,-4.161496482920777e-07,-1.214363824640929e-07,-0.005715055808288497,-0.004561049208328498,0.03788139775939146,0.03407187900601969
MPS-CA,-0.0005552249604735966,-0.1392292966926463,-4.161496482920777e-07,-1.214363824640929e-07,-0.005715055808288497,-0.004561049208328498,0.03788139775939146,0.03407187900601969
MPS-CA,-0.0005552249604735966,-0.1392292966926463,-4.161496482920777e-07,-1.214363824640929e-07,-0.005715055808288497,-0.004561049208328498,0.03788139775939146,0.03407187900601969
MPS-CB,-0.0007360689584021536,-0.10960190253267015,-0.001528361938215138,-0.001018441701740562,-0.015856104169912323,-0.01454509433181943,0.07123426409353036,0.06616111319792091
MPS-CB,-0.0007360689584021536,-0.10960190253267015,-0.001528361938215138,-0.001018441701740562,-0.015856104169912323,-0.01454509433181943,0.07123426409353036,0.06616111319792091
MPS-CB,-0.0007360689584021536,-0.10960190253267015,-0.001528361938215138,-0.001018441701740562,-0.015856104169912323,-0.01454509433181943,0.07123426409353036,0.06616111319792091
MPS-CC,-0.0007045657277311114,-0.1406698837749635,-4.130677430431882e-07,-1.2033286421186605e-07,-0.006284755214372299,-0.005127516356082954,0.026788337306606336,0.025262216993575583
MPS-CC,-0.0007045657277311114,-0.1406698837749635,-4.130677430431882e-07,-1.2033286421186605e-07,-0.006284755214372299,-0.005127516356082954,0.026788337306606336,0.025262216993575583
