Fecha,Pozo 1028
24/11/2017,1.861
24/12/2017,1.87
24/01/2018,1.903
24/02/2018,1.925
24/03/2018,1.945
24/04/2018,1.981
24/05/2018,2.007
24/06/2018,2.022
24/07/2018,2.029
21/08/2018,2.032
24/08/2018,2.035
24/09/2018,2.035
24/10/2018,2.029
30/10/2018,2.032
02/11/2018,2.025
05/11/2018,2.031
07/11/2018,2.026
08/11/2018,2.027
09/11/2018,2.028
10/11/2018,2.027
11/11/2018,2.027
12/11/2018,2.028
13/11/2018,2.03
15/11/2018,2.026
16/11/2018,2.027
17/11/2018,2.028
18/11/2018,2.027
19/11/2018,2.027
21/11/2018,2.03
22/11/2018,2.032
23/11/2018,2.033
24/11/2018,2.032
24/11/2018,2.032
25/11/2018,2.032
26/11/2018,2.032
27/11/2018,2.032
28/11/2018,2.031
29/11/2018,2.031
30/11/2018,2.031
01/12/2018,2.032
02/12/2018,2.032
03/12/2018,2.033
04/12/2018,2.034
05/12/2018,2.037
06/12/2018,2.039
07/12/2018,2.042
08/12/2018,2.041
09/12/2018,2.041
10/12/2018,2.04
11/12/2018,2.041
12/12/2018,2.032
13/12/2018,2.033
14/12/2018,2.033
15/12/2018,2.032
16/12/2018,2.032
17/12/2018,2.031
18/12/2018,2.035
19/12/2018,2.033
20/12/2018,2.035
21/12/2018,2.036
22/12/2018,2.036
23/12/2018,2.035
24/12/2018,2.035
24/12/2018,2.035
25/12/2018,2.035
26/12/2018,2.032
27/12/2018,2.033
28/12/2018,2.033
29/12/2018,2.034
30/12/2018,2.032
31/12/2018,2.032
01/01/2019,2.033
02/01/2019,2.032
03/01/2019,2.033
04/01/2019,2.034
05/01/2019,2.036
06/01/2019,2.034
07/01/2019,2.036
08/01/2019,2.038
09/01/2019,2.035
10/01/2019,2.037
11/01/2019,2.038
12/01/2019,2.039
13/01/2019,2.039
14/01/2019,2.039
15/01/2019,2.04
16/01/2019,2.037
17/01/2019,2.04
18/01/2019,2.041
19/01/2019,2.041
20/01/2019,2.042
21/01/2019,2.041
22/01/2019,2.039
23/01/2019,2.038
24/01/2019,2.042
24/01/2019,2.043
25/01/2019,2.039
26/01/2019,2.039
27/01/2019,2.037
28/01/2019,2.038
29/01/2019,2.039
31/01/2019,2.034
01/02/2019,1.762
02/02/2019,1.503
03/02/2019,1.378
04/02/2019,1.287
05/02/2019,1.254
06/02/2019,1.255
07/02/2019,1.267
08/02/2019,1.227
09/02/2019,1.112
10/02/2019,1.13
11/02/2019,1.148
12/02/2019,1.177
13/02/2019,1.185
14/02/2019,1.205
15/02/2019,1.223
16/02/2019,1.238
17/02/2019,1.246
18/02/2019,1.259
19/02/2019,1.265
20/02/2019,1.271
21/02/2019,1.276
25/02/2019,1.297
26/02/2019,1.304
27/02/2019,1.302
28/02/2019,1.313
01/03/2019,1.319
02/03/2019,1.326
03/03/2019,1.324
04/03/2019,1.33
05/03/2019,1.334
06/03/2019,1.334
07/03/2019,1.343
08/03/2019,1.342
09/03/2019,1.345
10/03/2019,1.35
11/03/2019,1.354
12/03/2019,1.36
13/03/2019,1.357
14/03/2019,1.369
15/03/2019,1.362
16/03/2019,1.375
17/03/2019,1.378
18/03/2019,1.379
19/03/2019,1.38
20/03/2019,1.374
21/03/2019,1.386
22/03/2019,1.386
23/03/2019,1.39
24/03/2019,1.388
25/03/2019,1.392
26/03/2019,1.397
27/03/2019,1.389
28/03/2019,1.402
29/03/2019,1.398
30/03/2019,1.398
31/03/2019,1.401
01/04/2019,1.399
02/04/2019,1.403
03/04/2019,1.403
04/04/2019,1.41
05/04/2019,1.416
06/04/2019,1.421
07/04/2019,1.419
08/04/2019,1.416
09/04/2019,1.417
10/04/2019,1.408
11/04/2019,1.421
12/04/2019,1.426
13/04/2019,1.429
14/04/2019,1.434
15/04/2019,1.433
16/04/2019,1.434
17/04/2019,1.429
18/04/2019,1.43
19/04/2019,1.435
20/04/2019,1.436
21/04/2019,1.44
22/04/2019,1.436
23/04/2019,1.435
24/04/2019,1.44
25/04/2019,1.444
26/04/2019,1.445
27/04/2019,1.448
28/04/2019,1.449
29/04/2019,1.451
30/04/2019,1.446
01/05/2019,1.442
02/05/2019,1.449
03/05/2019,1.451
04/05/2019,1.452
05/05/2019,1.453
06/05/2019,1.457
07/05/2019,1.454
08/05/2019,1.448
09/05/2019,1.449
10/05/2019,1.449
11/05/2019,1.456
12/05/2019,1.468
13/05/2019,1.473
14/05/2019,1.473
15/05/2019,1.469
16/05/2019,1.468
17/05/2019,1.466
18/05/2019,1.467
19/05/2019,1.47
20/05/2019,1.478
21/05/2019,1.482
22/05/2019,1.479
23/05/2019,1.487
24/05/2019,1.484
25/05/2019,1.485
26/05/2019,1.486
27/05/2019,1.499
28/05/2019,1.497
29/05/2019,1.49
30/05/2019,1.494
31/05/2019,1.494
01/06/2019,1.495
02/06/2019,1.5
03/06/2019,1.503
04/06/2019,1.501
05/06/2019,1.504
06/06/2019,1.504
07/06/2019,1.504
08/06/2019,1.508
09/06/2019,1.511
10/06/2019,1.514
11/06/2019,1.52
12/06/2019,1.521
13/06/2019,1.523
14/06/2019,1.514
15/06/2019,1.514
16/06/2019,1.515
17/06/2019,1.52
18/06/2019,1.525
19/06/2019,1.528
20/06/2019,1.526
21/06/2019,1.53
22/06/2019,1.53
23/06/2019,1.526
24/06/2019,1.525
25/06/2019,1.532
26/06/2019,1.534
27/06/2019,1.532
28/06/2019,1.546
29/06/2019,1.547
30/06/2019,1.547
01/07/2019,1.551
02/07/2019,1.543
03/07/2019,1.54
04/07/2019,1.55
05/07/2019,1.553
06/07/2019,1.559
07/07/2019,1.561
08/07/2019,1.564
09/07/2019,1.557
10/07/2019,1.555
11/07/2019,1.565
12/07/2019,1.565
13/07/2019,1.567
14/07/2019,1.567
15/07/2019,1.565
16/07/2019,1.572
17/07/2019,1.573
18/07/2019,1.578
19/07/2019,1.576
20/07/2019,1.569
21/07/2019,1.571
22/07/2019,1.577
23/07/2019,1.575
24/07/2019,1.581
25/07/2019,1.59
26/07/2019,1.596
27/07/2019,1.595
28/07/2019,1.601
29/07/2019,1.602
30/07/2019,1.6
31/07/2019,1.597
01/08/2019,1.603
02/08/2019,1.599
03/08/2019,1.606
04/08/2019,1.608
05/08/2019,1.609
06/08/2019,1.613
07/08/2019,1.607
08/08/2019,1.615
09/08/2019,1.614
10/08/2019,1.618
11/08/2019,1.619
12/08/2019,1.62
13/08/2019,1.619
14/08/2019,1.616
15/08/2019,1.621
16/08/2019,1.621
17/08/2019,1.62
18/08/2019,1.622
19/08/2019,1.623
20/08/2019,1.622
21/08/2019,1.617
22/08/2019,1.626
23/08/2019,1.618
24/08/2019,1.617
25/08/2019,1.62
26/08/2019,1.62
27/08/2019,1.62
28/08/2019,1.623
29/08/2019,1.624
30/08/2019,1.627
31/08/2019,1.626
01/09/2019,1.628
02/09/2019,1.629
03/09/2019,1.629
04/09/2019,1.633
04/09/2019,1.63
04/09/2019,1.63
05/09/2019,1.624
06/09/2019,1.621
07/09/2019,1.624
08/09/2019,1.621
09/09/2019,1.63
10/09/2019,1.63
11/09/2019,1.631
12/09/2019,1.635
13/09/2019,1.636
14/09/2019,1.638
15/09/2019,1.633
16/09/2019,1.633
17/09/2019,1.629
18/09/2019,1.623
19/09/2019,1.626
20/09/2019,1.63
21/09/2019,1.632
22/09/2019,1.63
23/09/2019,1.631
24/09/2019,1.636
25/09/2019,1.633
26/09/2019,1.636
27/09/2019,1.637
28/09/2019,1.632
29/09/2019,1.636
30/09/2019,1.637
01/10/2019,1.636
02/10/2019,1.635
03/10/2019,1.636
04/10/2019,1.635
05/10/2019,1.638
06/10/2019,1.643
07/10/2019,1.642
08/10/2019,1.647
09/10/2019,1.644
10/10/2019,1.644
11/10/2019,1.644
12/10/2019,1.643
13/10/2019,1.645
14/10/2019,1.649
15/10/2019,1.65
16/10/2019,1.645
17/10/2019,1.643
18/10/2019,1.642
19/10/2019,1.643
20/10/2019,1.646
21/10/2019,1.645
22/10/2019,1.65
31/10/2019,1.647
01/11/2019,1.649
02/11/2019,1.642
03/11/2019,1.644
04/11/2019,1.647
05/11/2019,1.65
06/11/2019,1.654
07/11/2019,1.651
08/11/2019,1.651
09/11/2019,1.656
10/11/2019,1.657
11/11/2019,1.656
12/11/2019,1.655
13/11/2019,1.655
14/11/2019,1.654
15/11/2019,1.653
16/11/2019,1.651
17/11/2019,1.654
18/11/2019,1.651
19/11/2019,1.653
20/11/2019,1.659
21/11/2019,1.663
22/11/2019,1.662
23/11/2019,1.66
24/11/2019,1.66
25/11/2019,1.662
26/11/2019,1.668
27/11/2019,1.669
28/11/2019,1.661
29/11/2019,1.663
30/11/2019,1.663
01/12/2019,1.667
02/12/2019,1.666
03/12/2019,1.664
04/12/2019,1.67
05/12/2019,1.673
06/12/2019,1.673
07/12/2019,1.674
08/12/2019,1.676
09/12/2019,1.678
10/12/2019,1.678
11/12/2019,1.679
12/12/2019,1.673
13/12/2019,1.681
14/12/2019,1.683
15/12/2019,1.684
16/12/2019,1.68
17/12/2019,1.68
18/12/2019,1.683
19/12/2019,1.686
20/12/2019,1.689
21/12/2019,1.689
22/12/2019,1.69
23/12/2019,1.689
24/12/2019,1.691
25/12/2019,1.689
26/12/2019,1.689
27/12/2019,1.688
28/12/2019,1.685
29/12/2019,1.686
30/12/2019,1.687
31/12/2019,1.687
01/01/2020,1.696
02/01/2020,1.698
03/01/2020,1.701
04/01/2020,1.7
05/01/2020,1.701
06/01/2020,1.703
07/01/2020,1.703
08/01/2020,1.708
09/01/2020,1.711
10/01/2020,1.698
11/01/2020,1.696
12/01/2020,1.709
13/01/2020,1.697
14/01/2020,1.704
15/01/2020,1.707
16/01/2020,1.707
17/01/2020,1.714
18/01/2020,1.712
19/01/2020,1.712
20/01/2020,1.713
21/01/2020,1.712
22/01/2020,1.71
23/01/2020,1.704
24/01/2020,1.709
25/01/2020,1.714
26/01/2020,1.715
27/01/2020,1.718
28/01/2020,1.713
29/01/2020,1.715
30/01/2020,1.704
31/01/2020,1.706
01/02/2020,1.707
02/02/2020,1.711
03/02/2020,1.716
04/02/2020,1.715
05/02/2020,1.716
06/02/2020,1.715
07/02/2020,1.718
08/02/2020,1.719
09/02/2020,1.722
10/02/2020,1.723
11/02/2020,1.722
12/02/2020,1.733
13/02/2020,1.731
14/02/2020,1.73
15/02/2020,1.736
16/02/2020,1.739
17/02/2020,1.742
18/02/2020,1.742
19/02/2020,1.746
20/02/2020,1.736
21/02/2020,1.743
22/02/2020,1.751
23/02/2020,1.755
24/02/2020,1.755
25/02/2020,1.758
26/02/2020,1.761
27/02/2020,1.758
28/02/2020,1.763
29/02/2020,1.764
01/03/2020,1.764
02/03/2020,1.765
03/03/2020,1.768
04/03/2020,1.767
05/03/2020,1.763
06/03/2020,1.763
07/03/2020,1.766
08/03/2020,1.77
09/03/2020,1.771
10/03/2020,1.767
11/03/2020,1.776
12/03/2020,1.775
13/03/2020,1.78
14/03/2020,1.779
15/03/2020,1.773
16/03/2020,1.772
17/03/2020,1.783
18/03/2020,1.785
19/03/2020,1.782
20/03/2020,1.781
21/03/2020,1.784
22/03/2020,1.787
23/03/2020,1.788
24/03/2020,1.787
25/03/2020,1.794
26/03/2020,1.793
27/03/2020,1.791
28/03/2020,1.794
29/03/2020,1.794
30/03/2020,1.802
31/03/2020,1.803
01/04/2020,1.806
02/04/2020,1.799
03/04/2020,1.798
04/04/2020,1.797
05/04/2020,1.801
06/04/2020,1.803
07/04/2020,1.81
08/04/2020,1.813
09/04/2020,1.81
10/04/2020,1.815
11/04/2020,1.818
12/04/2020,1.82
13/04/2020,1.823
14/04/2020,1.824
15/04/2020,1.821
16/04/2020,1.825
16/04/2020,1.825
17/04/2020,1.829
18/04/2020,1.831
19/04/2020,1.833
20/04/2020,1.834
21/04/2020,1.835
22/04/2020,1.832
23/04/2020,1.835
24/04/2020,1.835
25/04/2020,1.837
26/04/2020,1.841
27/04/2020,1.841
28/04/2020,1.842
29/04/2020,1.841
30/04/2020,1.847
01/05/2020,1.846
02/05/2020,1.849
03/05/2020,1.848
04/05/2020,1.845
05/05/2020,1.852
06/05/2020,1.85
07/05/2020,1.85
08/05/2020,1.855
09/05/2020,1.856
10/05/2020,1.857
11/05/2020,1.86
12/05/2020,1.863
13/05/2020,1.862
14/05/2020,1.865
15/05/2020,1.866
16/05/2020,1.862
17/05/2020,1.87
18/05/2020,1.874
19/05/2020,1.875
20/05/2020,1.872
21/05/2020,1.874
22/05/2020,1.882
23/05/2020,1.884
24/05/2020,1.882
25/05/2020,1.885
26/05/2020,1.889
27/05/2020,1.886
28/05/2020,1.89
29/05/2020,1.891
30/05/2020,1.891
31/05/2020,1.891
01/06/2020,1.894
02/06/2020,1.895
03/06/2020,1.891
04/06/2020,1.893
05/06/2020,1.904
06/06/2020,1.907
07/06/2020,1.908
08/06/2020,1.909
09/06/2020,1.91
10/06/2020,1.904
11/06/2020,1.907
12/06/2020,1.911
13/06/2020,1.911
14/06/2020,1.912
15/06/2020,1.909
16/06/2020,1.913
17/06/2020,1.912
18/06/2020,1.916
19/06/2020,1.918
20/06/2020,1.919
21/06/2020,1.921
22/06/2020,1.918
23/06/2020,1.921
24/06/2020,1.918
25/06/2020,1.924
26/06/2020,1.924
27/06/2020,1.92
28/06/2020,1.921
29/06/2020,1.924
30/06/2020,1.929
01/07/2020,1.928
02/07/2020,1.932
03/07/2020,1.93
04/07/2020,1.932
05/07/2020,1.931
06/07/2020,1.936
07/07/2020,1.939
08/07/2020,1.939
09/07/2020,1.939
10/07/2020,1.942
11/07/2020,1.945
12/07/2020,1.943
13/07/2020,1.946
14/07/2020,1.95
15/07/2020,1.949
16/07/2020,1.948
17/07/2020,1.949
18/07/2020,1.951
19/07/2020,1.952
20/07/2020,1.955
21/07/2020,1.955
22/07/2020,1.955
22/07/2020,1.955
22/07/2020,1.955
23/07/2020,1.955
24/07/2020,1.96
25/07/2020,1.959
26/07/2020,1.96
27/07/2020,1.961
28/07/2020,1.964
29/07/2020,1.966
30/07/2020,1.965
31/07/2020,1.966
01/08/2020,1.97
02/08/2020,1.968
03/08/2020,1.97
04/08/2020,1.971
05/08/2020,1.966
06/08/2020,1.967
07/08/2020,1.969
08/08/2020,1.97
09/08/2020,1.973
10/08/2020,1.971
11/08/2020,1.971
12/08/2020,1.97
13/08/2020,1.971
14/08/2020,1.975
15/08/2020,1.975
16/08/2020,1.977
17/08/2020,1.977
18/08/2020,1.98
19/08/2020,1.979
20/08/2020,1.987
21/08/2020,1.984
22/08/2020,1.988
22/08/2020,1.987
23/08/2020,1.983
24/08/2020,1.986
25/08/2020,1.794
26/08/2020,1.67
27/08/2020,1.651
28/08/2020,1.641
29/08/2020,1.637
30/08/2020,1.637
31/08/2020,1.644
01/09/2020,1.647
02/09/2020,1.646
03/09/2020,1.66
04/09/2020,1.663
05/09/2020,1.669
06/09/2020,1.669
07/09/2020,1.671
08/09/2020,1.677
09/09/2020,1.672
10/09/2020,1.672
11/09/2020,1.676
12/09/2020,1.678
13/09/2020,1.681
14/09/2020,1.686
15/09/2020,1.693
16/09/2020,1.69
17/09/2020,1.691
18/09/2020,1.693
19/09/2020,1.697
20/09/2020,1.699
21/09/2020,1.702
22/09/2020,1.71
22/09/2020,1.712
22/09/2020,1.712
23/09/2020,1.712
24/09/2020,1.707
25/09/2020,1.709
26/09/2020,1.711
27/09/2020,1.711
28/09/2020,1.719
29/09/2020,1.723
30/09/2020,1.722
01/10/2020,1.723
02/10/2020,1.725
03/10/2020,1.727
04/10/2020,1.728
05/10/2020,1.726
06/10/2020,1.734
07/10/2020,1.736
08/10/2020,1.734
09/10/2020,1.734
10/10/2020,1.737
11/10/2020,1.737
12/10/2020,1.736
13/10/2020,1.741
14/10/2020,1.746
15/10/2020,1.744
16/10/2020,1.747
17/10/2020,1.747
18/10/2020,1.748
19/10/2020,1.75
20/10/2020,1.757
21/10/2020,1.758
22/10/2020,1.754
22/10/2020,1.755
23/10/2020,1.757
24/10/2020,1.759
25/10/2020,1.761
26/10/2020,1.765
27/10/2020,1.765
28/10/2020,1.773
29/10/2020,1.771
30/10/2020,1.771
31/10/2020,1.779
01/11/2020,1.78
02/11/2020,1.779
03/11/2020,1.779
04/11/2020,1.781
05/11/2020,1.779
06/11/2020,1.778
07/11/2020,1.778
08/11/2020,1.782
09/11/2020,1.784
10/11/2020,1.787
11/11/2020,1.788
12/11/2020,1.793
13/11/2020,1.793
14/11/2020,1.794
15/11/2020,1.796
16/11/2020,1.798
17/11/2020,1.797
18/11/2020,1.798
19/11/2020,1.795
20/11/2020,1.806
21/11/2020,1.804
22/11/2020,1.8
22/11/2020,1.8
23/11/2020,1.804
24/11/2020,1.805
25/11/2020,1.798
26/11/2020,1.796
27/11/2020,1.803
28/11/2020,1.802
29/11/2020,1.805
30/11/2020,1.799
01/12/2020,1.808
02/12/2020,1.803
03/12/2020,1.801
04/12/2020,1.805
05/12/2020,1.811
06/12/2020,1.807
07/12/2020,1.811
08/12/2020,1.816
09/12/2020,1.81
10/12/2020,1.813
11/12/2020,1.81
12/12/2020,1.812
13/12/2020,1.815
14/12/2020,1.818
15/12/2020,1.818
16/12/2020,1.819
17/12/2020,1.819
18/12/2020,1.824
19/12/2020,1.823
20/12/2020,1.821
21/12/2020,1.829
22/12/2020,1.831
22/12/2020,1.831
23/12/2020,1.822
24/12/2020,1.827
25/12/2020,1.827
26/12/2020,1.828
27/12/2020,1.83
28/12/2020,1.834
29/12/2020,1.834
30/12/2020,1.833
31/12/2020,1.837
01/01/2021,1.836
02/01/2021,1.837
03/01/2021,1.836
04/01/2021,1.838
05/01/2021,1.841
06/01/2021,1.839
07/01/2021,1.842
08/01/2021,1.841
09/01/2021,1.842
10/01/2021,1.84
11/01/2021,1.84
12/01/2021,1.846
13/01/2021,1.843
14/01/2021,1.84
15/01/2021,1.841
16/01/2021,1.844
17/01/2021,1.848
18/01/2021,1.849
19/01/2021,1.85
20/01/2021,1.847
21/01/2021,1.848
22/01/2021,1.855
22/01/2021,1.855
23/01/2021,1.856
24/01/2021,1.853
25/01/2021,1.854
26/01/2021,1.86
27/01/2021,1.861
27/01/2021,1.861
28/01/2021,1.857
29/01/2021,1.859
30/01/2021,1.86
31/01/2021,1.864
01/02/2021,1.863
02/02/2021,1.866
03/02/2021,1.86
04/02/2021,1.864
05/02/2021,1.868
06/02/2021,1.866
07/02/2021,1.865
08/02/2021,1.866
09/02/2021,1.865
10/02/2021,1.869
11/02/2021,1.866
12/02/2021,1.869
13/02/2021,1.87
14/02/2021,1.876
15/02/2021,1.88
16/02/2021,1.882
17/02/2021,1.881
18/02/2021,1.878
19/02/2021,1.881
20/02/2021,1.887
21/02/2021,1.881
22/02/2021,1.886
23/02/2021,1.888
24/02/2021,1.884
25/02/2021,1.886
26/02/2021,1.888
27/02/2021,1.888
27/02/2021,1.89
28/02/2021,1.889
01/03/2021,1.89
02/03/2021,1.892
03/03/2021,1.89
04/03/2021,1.889
05/03/2021,1.894
06/03/2021,1.888
07/03/2021,1.895
08/03/2021,1.895
09/03/2021,1.898
10/03/2021,1.895
11/03/2021,1.899
12/03/2021,1.896
13/03/2021,1.898
14/03/2021,1.901
15/03/2021,1.905
16/03/2021,1.907
17/03/2021,1.904
18/03/2021,1.902
19/03/2021,1.905
20/03/2021,1.912
21/03/2021,1.909
22/03/2021,1.915
22/03/2021,1.915
23/03/2021,1.915
24/03/2021,1.913
25/03/2021,1.913
26/03/2021,1.92
26/03/2021,1.92
27/03/2021,1.919
28/03/2021,1.918
29/03/2021,1.923
30/03/2021,1.923
31/03/2021,1.922
01/04/2021,1.919
02/04/2021,1.919
03/04/2021,1.92
04/04/2021,1.921
05/04/2021,1.923
06/04/2021,1.928
07/04/2021,1.929
08/04/2021,1.93
09/04/2021,1.931
10/04/2021,1.931
11/04/2021,1.934
12/04/2021,1.938
13/04/2021,1.938
14/04/2021,1.935
15/04/2021,1.935
16/04/2021,1.937
17/04/2021,1.939
18/04/2021,1.941
19/04/2021,1.948
20/04/2021,1.951
21/04/2021,1.949
22/04/2021,1.953
22/04/2021,1.953
23/04/2021,1.951
24/04/2021,1.957
25/04/2021,1.959
26/04/2021,1.96
27/04/2021,1.964
27/04/2021,1.958
27/04/2021,1.958
28/04/2021,1.966
29/04/2021,1.965
30/04/2021,1.965
01/05/2021,1.966
02/05/2021,1.969
03/05/2021,1.972
04/05/2021,1.972
05/05/2021,1.975
06/05/2021,1.979
06/05/2021,1.979
07/05/2021,1.976
08/05/2021,1.977
09/05/2021,1.977
10/05/2021,1.979
11/05/2021,1.979
12/05/2021,1.979
13/05/2021,1.986
14/05/2021,1.985
15/05/2021,1.988
16/05/2021,1.988
17/05/2021,1.99
18/05/2021,1.991
19/05/2021,1.987
20/05/2021,1.993
21/05/2021,1.992
22/05/2021,1.992
22/05/2021,1.992
23/05/2021,1.997
24/05/2021,2.0
25/05/2021,2.001
26/05/2021,2.002
27/05/2021,2.002
28/05/2021,1.998
29/05/2021,1.997
30/05/2021,2.0
31/05/2021,2.003
01/06/2021,2.004
02/06/2021,2.0
03/06/2021,2.001
04/06/2021,2.006
05/06/2021,2.008
06/06/2021,2.007
07/06/2021,2.01
08/06/2021,2.01
09/06/2021,2.011
10/06/2021,2.013
11/06/2021,2.02
12/06/2021,2.015
13/06/2021,2.017
14/06/2021,2.018
15/06/2021,2.019
16/06/2021,2.017
17/06/2021,2.016
18/06/2021,2.023
19/06/2021,2.025
20/06/2021,2.028
21/06/2021,2.025
22/06/2021,2.024
23/06/2021,2.024
24/06/2021,2.03
24/06/2021,2.031
25/06/2021,2.028
26/06/2021,2.03
27/06/2021,2.028
27/06/2021,2.028
28/06/2021,2.033
29/06/2021,2.036
30/06/2021,2.033
01/07/2021,2.037
