Fecha,Pozo L10-5
06/05/2021,2.212
06/05/2021,2.212
27/06/2021,2.263
22/07/2021,
29/08/2021,
25/09/2021,2.308
25/09/2021,2.309
13/10/2021,2.307
13/10/2021,2.307
29/10/2021,2.314
29/10/2021,2.314
15/11/2021,2.322
15/11/2021,2.322
28/11/2021,2.325
28/11/2021,2.326
15/12/2021,2.332
15/12/2021,2.332
24/12/2021,2.331
24/12/2021,2.332
16/01/2022,2.339
16/01/2022,2.34
27/01/2022,2.343
27/01/2022,2.343
11/02/2022,2.351
11/02/2022,2.352
27/02/2022,2.355
27/02/2022,2.355
10/03/2022,2.356
10/03/2022,2.356
26/03/2022,2.305
26/03/2022,2.305
09/04/2022,2.304
09/04/2022,2.506
30/04/2022,2.331
30/04/2022,2.331
08/05/2022,2.34
08/05/2022,2.34
28/05/2022,2.357
28/05/2022,2.356
11/06/2022,2.361
11/06/2022,2.361
26/06/2022,2.371
26/06/2022,2.37
12/07/2022,2.378
12/07/2022,2.377
31/07/2022,2.382
31/07/2022,2.382
18/08/2022,2.393
18/08/2022,2.394
27/08/2022,2.397
27/08/2022,2.395
10/09/2022,2.403
24/09/2022,2.41
24/09/2022,2.41
12/10/2022,2.415
31/10/2022,2.425
31/10/2022,2.424
12/11/2022,2.427
28/11/2022,2.427
28/11/2022,2.427
11/12/2022,2.431
30/12/2022,2.439
30/12/2022,2.438
13/01/2023,2.442
28/01/2023,2.446
28/01/2023,2.446
09/02/2023,2.343
20/02/2023,2.304
20/02/2023,2.304
25/02/2023,2.308
14/03/2023,2.326
15/03/2023,2.32
30/03/2023,2.312
30/03/2023,2.311
31/03/2023,2.311
30/04/2023,
14/05/2023,2.35
28/05/2023,2.376
28/05/2023,2.376
11/06/2023,2.391
24/06/2023,2.416
24/06/2023,2.415
08/07/2023,2.425
25/07/2023,2.437
27/08/2023,2.453
10/09/2023,2.46
06/10/2023,2.47
11/11/2023,2.483
11/12/2023,2.493
07/01/2024,2.506
10/02/2024,2.513
24/02/2024,2.518
24/02/2024,2.517
09/03/2024,2.523
23/03/2024,2.529
23/03/2024,2.527
13/04/2024,2.532
27/04/2024,2.537
27/04/2024,2.537
11/05/2024,2.541
25/05/2024,2.546
07/06/2024,2.552
23/06/2024,2.56
10/07/2024,2.568
27/07/2024,2.581
09/08/2024,2.581
19/08/2024,2.583
19/08/2024,2.584
12/09/2024,2.595
26/09/2024,2.598
26/09/2024,2.598
24/10/2024,2.604
08/11/2024,2.612
28/11/2024,2.616
06/12/2024,2.618
