Fecha,Pozo,Tipo,Valor
07/09/2013,BA-01,HEAD,2299.572
29/11/2013,BA-01,HEAD,2299.505
13/12/2013,BA-01,HEAD,2299.486
19/01/2014,BA-01,HEAD,2299.449
12/02/2014,BA-01,HEAD,2299.429
23/03/2014,BA-01,HEAD,2299.394
19/04/2014,BA-01,HEAD,2299.384
17/05/2014,BA-01,HEAD,2299.384
15/06/2014,BA-01,HEAD,2299.381
21/07/2014,BA-01,HEAD,2299.411
19/08/2014,BA-01,HEAD,2299.404
08/09/2014,BA-01,HEAD,2299.43
13/10/2014,BA-01,HEAD,2299.401
13/11/2014,BA-01,HEAD,2299.373
09/12/2014,BA-01,HEAD,2299.35
15/01/2015,BA-01,HEAD,2299.311
19/02/2015,BA-01,HEAD,2299.288
12/03/2015,BA-01,HEAD,2299.277
13/04/2015,BA-01,HEAD,2299.46
10/05/2015,BA-01,HEAD,2299.508
03/06/2015,BA-01,HEAD,2299.501
12/07/2015,BA-01,HEAD,2299.512
11/08/2015,BA-01,HEAD,2299.509
03/09/2015,BA-01,HEAD,2299.501
06/10/2015,BA-01,HEAD,2299.433
03/11/2015,BA-01,HEAD,2299.442
03/12/2015,BA-01,HEAD,2299.415
12/01/2016,BA-01,HEAD,2299.37
13/02/2016,BA-01,HEAD,2299.344
11/03/2016,BA-01,HEAD,2299.328
21/04/2016,BA-01,HEAD,2299.299
19/05/2016,BA-01,HEAD,2299.296
16/06/2016,BA-01,HEAD,2299.299
29/07/2016,BA-01,HEAD,2299.326
14/08/2016,BA-01,HEAD,2299.339
12/09/2016,BA-01,HEAD,2299.342
25/10/2016,BA-01,HEAD,2299.306
08/11/2016,BA-01,HEAD,2299.307
08/12/2016,BA-01,HEAD,2299.274
15/01/2017,BA-01,HEAD,2299.257
10/02/2017,BA-01,HEAD,2299.239
26/03/2017,BA-01,HEAD,2299.316
05/04/2017,BA-01,HEAD,2299.328
02/05/2017,BA-01,HEAD,2299.317
04/06/2017,BA-01,HEAD,2299.324
15/07/2017,BA-01,HEAD,2299.419
11/08/2017,BA-01,HEAD,2299.437
24/09/2017,BA-01,HEAD,2299.409
05/10/2017,BA-01,HEAD,2299.397
04/11/2017,BA-01,HEAD,2299.365
03/12/2017,BA-01,HEAD,2299.336
27/01/2018,BA-01,HEAD,2299.284
06/02/2018,BA-01,HEAD,2299.275
13/03/2018,BA-01,HEAD,2299.249
08/04/2018,BA-01,HEAD,2299.233
04/05/2018,BA-01,HEAD,2299.22
07/06/2018,BA-01,HEAD,2299.224
11/07/2018,BA-01,HEAD,2299.239
27/07/2018,BA-01,HEAD,2299.254
14/08/2018,BA-01,HEAD,2299.276
24/08/2018,BA-01,HEAD,2299.281
12/09/2018,BA-01,HEAD,2299.28
26/09/2018,BA-01,HEAD,2299.274
04/10/2018,BA-01,HEAD,2299.269
02/11/2018,BA-01,HEAD,2299.252
02/12/2018,BA-01,HEAD,2299.229
03/01/2019,BA-01,HEAD,2299.209
12/02/2019,BA-01,HEAD,2299.492
23/02/2019,BA-01,HEAD,2299.563
10/03/2019,BA-01,HEAD,2299.618
26/03/2019,BA-01,HEAD,2299.617
02/04/2019,BA-01,HEAD,2299.611
18/04/2019,BA-01,HEAD,2299.592
19/05/2019,BA-01,HEAD,2299.567
15/06/2019,BA-01,HEAD,2299.553
16/07/2019,BA-01,HEAD,2299.549
13/08/2019,BA-01,HEAD,2299.544
19/09/2019,BA-01,HEAD,2299.526
19/10/2019,BA-01,HEAD,2299.498
09/11/2019,BA-01,HEAD,2299.47
06/12/2019,BA-01,HEAD,2299.431
17/01/2020,BA-01,HEAD,2299.38
18/02/2020,BA-01,HEAD,2299.349
11/03/2020,BA-01,HEAD,2299.329
06/04/2020,BA-01,HEAD,2299.316
04/05/2020,BA-01,HEAD,2299.304
09/08/2020,BA-01,HEAD,2299.309
23/08/2020,BA-01,HEAD,2299.312
08/09/2020,BA-01,HEAD,2299.426
21/09/2020,BA-01,HEAD,2299.462
26/09/2020,BA-01,HEAD,2299.469
07/10/2020,BA-01,HEAD,2299.463
21/10/2020,BA-01,HEAD,2299.439
09/11/2020,BA-01,HEAD,2299.407
14/12/2020,BA-01,HEAD,2299.348
09/01/2021,BA-01,HEAD,2299.308
25/01/2021,BA-01,HEAD,2299.29
13/02/2021,BA-01,HEAD,2299.27
27/02/2021,BA-01,HEAD,2299.258
11/03/2021,BA-01,HEAD,2299.249
30/03/2021,BA-01,HEAD,2299.234
07/04/2021,BA-01,HEAD,2299.226
21/04/2021,BA-01,HEAD,2299.281
17/05/2021,BA-01,HEAD,2299.211
14/06/2021,BA-01,HEAD,2299.217
12/07/2021,BA-01,HEAD,2299.232
23/07/2021,BA-01,HEAD,2299.233
08/08/2021,BA-01,HEAD,2299.24
20/09/2021,BA-01,HEAD,2299.227
06/10/2021,BA-01,HEAD,2299.218
13/11/2021,BA-01,HEAD,2299.195
14/12/2021,BA-01,HEAD,2299.171
08/01/2022,BA-01,HEAD,2299.154
03/02/2022,BA-01,HEAD,2299.133
20/02/2022,BA-01,HEAD,2299.124
05/03/2022,BA-01,HEAD,2299.117
29/03/2022,BA-01,HEAD,2299.107
08/04/2022,BA-01,HEAD,2299.106
20/04/2022,BA-01,HEAD,2299.105
16/05/2022,BA-01,HEAD,2299.105
17/06/2022,BA-01,HEAD,2299.119
09/07/2022,BA-01,HEAD,2299.135
09/08/2022,BA-01,HEAD,2299.163
14/09/2022,BA-01,HEAD,2299.188
09/10/2022,BA-01,HEAD,2299.174
09/11/2022,BA-01,HEAD,2299.158
11/12/2022,BA-01,HEAD,2299.137
07/01/2023,BA-01,HEAD,2299.118
11/02/2023,BA-01,HEAD,2299.096
05/03/2023,BA-01,HEAD,2299.103
18/03/2023,BA-01,HEAD,2299.110
13/04/2023,BA-01,HEAD,2299.128
24/04/2023,BA-01,HEAD,2299.134
13/05/2023,BA-01,HEAD,2299.140
28/05/2023,BA-01,HEAD,2299.140
05/06/2023,BA-01,HEAD,2299.142
02/07/2023,BA-01,HEAD,2299.151
09/09/2023,BA-01,HEAD,2299.213
03/10/2023,BA-01,HEAD,2299.205
17/10/2023,BA-01,HEAD,2299.198
04/11/2023,BA-01,HEAD,2299.180
19/11/2023,BA-01,HEAD,2299.170
01/12/2023,BA-01,HEAD,2299.160
24/12/2023,BA-01,HEAD,2299.138
03/01/2024,BA-01,HEAD,2299.129
25/01/2024,BA-01,HEAD,2299.109
03/02/2024,BA-01,HEAD,2299.104
23/02/2024,BA-01,HEAD,2299.091
03/03/2024,BA-01,HEAD,2299.083
28/04/2024,BA-01,HEAD,2299.06
25/05/2024,BA-01,HEAD,2299.062
27/06/2024,BA-01,HEAD,2299.075
19/07/2024,BA-01,HEAD,2299.09
13/08/2024,BA-01,HEAD,2299.111
29/08/2024,BA-01,HEAD,2299.13
02/09/2024,BA-01,HEAD,2299.132
23/09/2024,BA-01,HEAD,2299.142
01/10/2024,BA-01,HEAD,2299.14
25/10/2024,BA-01,HEAD,2299.129
04/11/2024,BA-01,HEAD,2299.124
03/12/2024,BA-01,HEAD,2299.103
16/12/2024,BA-01,HEAD,2299.094
19/08/2013,BA-02,HEAD,2299.979
07/09/2013,BA-02,HEAD,2299.97
29/11/2013,BA-02,HEAD,2299.783
13/12/2013,BA-02,HEAD,2299.771
19/01/2014,BA-02,HEAD,2299.749
12/02/2014,BA-02,HEAD,2299.724
23/03/2014,BA-02,HEAD,2299.719
19/04/2014,BA-02,HEAD,2299.739
17/05/2014,BA-02,HEAD,2299.794
15/06/2014,BA-02,HEAD,2299.876
20/07/2014,BA-02,HEAD,2299.958
19/08/2014,BA-02,HEAD,2299.961
08/09/2014,BA-02,HEAD,2299.928
13/10/2014,BA-02,HEAD,2299.823
13/11/2014,BA-02,HEAD,2299.757
09/12/2014,BA-02,HEAD,2299.722
15/01/2015,BA-02,HEAD,2299.682
19/02/2015,BA-02,HEAD,2299.655
12/03/2015,BA-02,HEAD,2299.648
13/04/2015,BA-02,HEAD,2299.93
10/05/2015,BA-02,HEAD,2299.839
03/06/2015,BA-02,HEAD,2299.865
12/07/2015,BA-02,HEAD,2299.932
11/08/2015,BA-02,HEAD,2299.947
03/09/2015,BA-02,HEAD,2299.917
06/10/2015,BA-02,HEAD,2299.814
03/11/2015,BA-02,HEAD,2299.775
03/12/2015,BA-02,HEAD,2299.74
12/01/2016,BA-02,HEAD,2299.687
13/02/2016,BA-02,HEAD,2299.661
11/03/2016,BA-02,HEAD,2299.657
21/04/2016,BA-02,HEAD,2299.681
19/05/2016,BA-02,HEAD,2299.712
16/06/2016,BA-02,HEAD,2299.778
29/07/2016,BA-02,HEAD,2299.906
14/08/2016,BA-02,HEAD,2299.913
12/09/2016,BA-02,HEAD,2299.87
25/10/2016,BA-02,HEAD,2299.745
08/11/2016,BA-02,HEAD,2299.73
08/12/2016,BA-02,HEAD,2299.676
15/01/2017,BA-02,HEAD,2299.645
10/02/2017,BA-02,HEAD,2299.642
26/03/2017,BA-02,HEAD,2299.705
05/04/2017,BA-02,HEAD,2299.698
02/05/2017,BA-02,HEAD,2299.695
04/06/2017,BA-02,HEAD,2299.76
15/07/2017,BA-02,HEAD,2299.948
11/08/2017,BA-02,HEAD,2299.918
24/09/2017,BA-02,HEAD,2299.815
05/10/2017,BA-02,HEAD,2299.787
04/11/2017,BA-02,HEAD,2299.732
03/12/2017,BA-02,HEAD,2299.695
27/01/2018,BA-02,HEAD,2299.64
06/02/2018,BA-02,HEAD,2299.636
13/03/2018,BA-02,HEAD,2299.624
08/04/2018,BA-02,HEAD,2299.621
04/05/2018,BA-02,HEAD,2299.648
07/06/2018,BA-02,HEAD,2299.689
11/07/2018,BA-02,HEAD,2299.826
27/07/2018,BA-02,HEAD,2299.876
14/08/2018,BA-02,HEAD,2299.88
24/08/2018,BA-02,HEAD,2299.868
12/09/2018,BA-02,HEAD,2299.826
26/09/2018,BA-02,HEAD,2299.784
04/10/2018,BA-02,HEAD,2299.761
02/11/2018,BA-02,HEAD,2299.702
02/12/2018,BA-02,HEAD,2299.646
03/01/2019,BA-02,HEAD,2299.604
12/02/2019,BA-02,HEAD,2300.131
23/02/2019,BA-02,HEAD,2300.049
10/03/2019,BA-02,HEAD,2299.934
26/03/2019,BA-02,HEAD,2299.868
02/04/2019,BA-02,HEAD,2299.854
18/04/2019,BA-02,HEAD,2299.842
19/05/2019,BA-02,HEAD,2299.859
15/06/2019,BA-02,HEAD,2299.898
16/07/2019,BA-02,HEAD,2299.952
13/08/2019,BA-02,HEAD,2299.964
10/09/2019,BA-02,HEAD,2299.933
19/10/2019,BA-02,HEAD,2299.836
09/11/2019,BA-02,HEAD,2299.789
06/12/2019,BA-02,HEAD,2299.742
17/01/2020,BA-02,HEAD,2299.691
18/02/2020,BA-02,HEAD,2299.674
20/03/2020,BA-02,HEAD,2299.677
06/04/2020,BA-02,HEAD,2299.685
04/05/2020,BA-02,HEAD,2299.697
09/08/2020,BA-02,HEAD,2299.907
23/08/2020,BA-02,HEAD,2299.88
08/09/2020,BA-02,HEAD,2300.037
21/09/2020,BA-02,HEAD,2299.983
07/10/2020,BA-02,HEAD,2299.873
21/10/2020,BA-02,HEAD,2299.808
09/11/2020,BA-02,HEAD,2299.753
14/12/2020,BA-02,HEAD,2299.688
09/01/2021,BA-02,HEAD,2299.645
25/01/2021,BA-02,HEAD,2299.629
13/02/2021,BA-02,HEAD,2299.611
27/02/2021,BA-02,HEAD,2299.604
11/03/2021,BA-02,HEAD,2299.599
30/03/2021,BA-02,HEAD,2299.595
07/04/2021,BA-02,HEAD,2299.596
21/04/2021,BA-02,HEAD,2299.604
17/05/2021,BA-02,HEAD,2299.643
14/06/2021,BA-02,HEAD,2299.744
12/07/2021,BA-02,HEAD,2299.805
23/07/2021,BA-02,HEAD,2299.812
08/08/2021,BA-02,HEAD,2299.803
20/09/2021,BA-02,HEAD,2299.723
06/10/2021,BA-02,HEAD,2299.692
13/11/2021,BA-02,HEAD,2299.621
14/12/2021,BA-02,HEAD,2299.58
08/01/2022,BA-02,HEAD,2299.553
03/02/2022,BA-02,HEAD,2299.521
20/02/2022,BA-02,HEAD,2299.508
05/03/2022,BA-02,HEAD,2299.502
29/03/2022,BA-02,HEAD,2299.501
08/04/2022,BA-02,HEAD,2299.504
20/04/2022,BA-02,HEAD,2299.510
16/05/2022,BA-02,HEAD,2299.548
14/06/2022,BA-02,HEAD,2299.620
09/07/2022,BA-02,HEAD,2299.697
09/08/2022,BA-02,HEAD,2299.780
14/09/2022,BA-02,HEAD,2299.774
09/10/2022,BA-02,HEAD,2299.712
30/11/2022,BA-02,HEAD,2299.657
11/12/2022,BA-02,HEAD,2299.597
07/01/2023,BA-02,HEAD,2299.556
11/02/2023,BA-02,HEAD,2299.519
05/03/2023,BA-02,HEAD,2299.513
18/03/2023,BA-02,HEAD,2299.517
13/04/2023,BA-02,HEAD,2299.541
24/04/2023,BA-02,HEAD,2299.548
13/05/2023,BA-02,HEAD,2299.574
28/05/2023,BA-02,HEAD,2299.600
05/06/2023,BA-02,HEAD,2299.619
02/07/2023,BA-02,HEAD,2299.699
09/09/2023,BA-02,HEAD,2299.818
03/10/2023,BA-02,HEAD,2299.756
17/10/2023,BA-02,HEAD,2299.721
04/11/2023,BA-02,HEAD,2299.677
19/11/2023,BA-02,HEAD,2299.644
01/12/2023,BA-02,HEAD,2299.621
24/12/2023,BA-02,HEAD,2299.573
03/01/2024,BA-02,HEAD,2299.555
25/01/2024,BA-02,HEAD,2299.521
03/02/2024,BA-02,HEAD,2299.509
23/02/2024,BA-02,HEAD,2299.49
03/03/2024,BA-02,HEAD,2299.483
28/04/2024,BA-02,HEAD,2299.485
25/05/2024,BA-02,HEAD,2299.517
27/06/2024,BA-02,HEAD,2299.602
19/07/2024,BA-02,HEAD,2299.665
13/08/2024,BA-02,HEAD,2299.746
29/08/2024,BA-02,HEAD,2299.773
02/09/2024,BA-02,HEAD,2299.77
23/09/2024,BA-02,HEAD,2299.734
01/10/2024,BA-02,HEAD,2299.717
25/10/2024,BA-02,HEAD,2299.673
04/11/2024,BA-02,HEAD,2299.65
03/12/2024,BA-02,HEAD,2299.588
16/12/2024,BA-02,HEAD,2299.563
18/08/2013,BA-03,HEAD,2300.047
07/09/2013,BA-03,HEAD,2300.043
20/10/2013,BA-03,HEAD,2299.972
29/11/2013,BA-03,HEAD,2299.914
13/12/2013,BA-03,HEAD,2299.891
18/01/2014,BA-03,HEAD,2299.877
12/02/2014,BA-03,HEAD,2299.857
23/03/2014,BA-03,HEAD,2299.862
19/04/2014,BA-03,HEAD,2299.902
17/05/2014,BA-03,HEAD,2299.962
15/06/2014,BA-03,HEAD,2300.002
20/07/2014,BA-03,HEAD,2300.038
19/08/2014,BA-03,HEAD,2300.035
08/09/2014,BA-03,HEAD,2300.033
13/10/2014,BA-03,HEAD,2299.984
13/11/2014,BA-03,HEAD,2299.915
09/12/2014,BA-03,HEAD,2299.885
15/01/2015,BA-03,HEAD,2299.85
19/02/2015,BA-03,HEAD,2299.833
12/03/2015,BA-03,HEAD,2299.834
13/04/2015,BA-03,HEAD,2300.034
10/05/2015,BA-03,HEAD,2300.046
03/06/2015,BA-03,HEAD,2299.985
12/07/2015,BA-03,HEAD,2300.023
11/08/2015,BA-03,HEAD,2300.035
03/09/2015,BA-03,HEAD,2300.017
06/10/2015,BA-03,HEAD,2299.94
03/11/2015,BA-03,HEAD,2299.909
03/12/2015,BA-03,HEAD,2299.881
12/01/2016,BA-03,HEAD,2299.841
13/02/2016,BA-03,HEAD,2299.828
11/03/2016,BA-03,HEAD,2299.827
21/04/2016,BA-03,HEAD,2299.867
19/05/2016,BA-03,HEAD,2299.925
16/06/2016,BA-03,HEAD,2299.971
29/07/2016,BA-03,HEAD,2300.027
14/08/2016,BA-03,HEAD,2300.031
12/09/2016,BA-03,HEAD,2300.009
25/10/2016,BA-03,HEAD,2299.919
08/11/2016,BA-03,HEAD,2299.902
07/12/2016,BA-03,HEAD,2299.859
15/01/2017,BA-03,HEAD,2299.835
10/02/2017,BA-03,HEAD,2299.838
26/03/2017,BA-03,HEAD,2299.901
05/04/2017,BA-03,HEAD,2299.886
02/05/2017,BA-03,HEAD,2299.878
04/06/2017,BA-03,HEAD,2299.951
15/07/2017,BA-03,HEAD,2300.029
11/08/2017,BA-03,HEAD,2300.02
24/09/2017,BA-03,HEAD,2299.95
05/10/2017,BA-03,HEAD,2299.927
04/11/2017,BA-03,HEAD,2299.879
03/12/2017,BA-03,HEAD,2299.851
27/01/2018,BA-03,HEAD,2299.815
06/02/2018,BA-03,HEAD,2299.812
13/03/2018,BA-03,HEAD,2299.807
08/04/2018,BA-03,HEAD,2299.816
04/05/2018,BA-03,HEAD,2299.858
07/06/2018,BA-03,HEAD,2299.908
11/07/2018,BA-03,HEAD,2299.985
27/07/2018,BA-03,HEAD,2300.012
14/08/2018,BA-03,HEAD,2300.019
24/08/2018,BA-03,HEAD,2300.01
12/09/2018,BA-03,HEAD,2299.981
26/09/2018,BA-03,HEAD,2299.959
04/10/2018,BA-03,HEAD,2299.943
02/11/2018,BA-03,HEAD,2299.884
02/12/2018,BA-03,HEAD,2299.836
03/01/2019,BA-03,HEAD,2299.806
23/02/2019,BA-03,HEAD,2300.082
10/03/2019,BA-03,HEAD,2300.001
26/03/2019,BA-03,HEAD,2299.948
02/04/2019,BA-03,HEAD,2299.935
18/04/2019,BA-03,HEAD,2299.923
19/05/2019,BA-03,HEAD,2299.958
15/06/2019,BA-03,HEAD,2299.995
16/07/2019,BA-03,HEAD,2300.027
13/08/2019,BA-03,HEAD,2300.032
10/09/2019,BA-03,HEAD,2300.025
19/10/2019,BA-03,HEAD,2299.939
09/11/2019,BA-03,HEAD,2299.903
06/12/2019,BA-03,HEAD,2299.871
17/01/2020,BA-03,HEAD,2299.835
07/02/2020,BA-03,HEAD,2299.892
20/03/2020,BA-03,HEAD,2299.861
06/04/2020,BA-03,HEAD,2299.867
04/05/2020,BA-03,HEAD,2299.887
09/08/2020,BA-03,HEAD,2300.024
23/08/2020,BA-03,HEAD,2300.015
08/09/2020,BA-03,HEAD,2300.075
21/09/2020,BA-03,HEAD,2300.036
07/10/2020,BA-03,HEAD,2299.975
21/10/2020,BA-03,HEAD,2299.924
09/11/2020,BA-03,HEAD,2299.88
14/12/2020,BA-03,HEAD,2299.839
09/01/2021,BA-03,HEAD,2299.812
25/01/2021,BA-03,HEAD,2299.804
13/02/2021,BA-03,HEAD,2299.803
27/02/2021,BA-03,HEAD,2299.795
11/03/2021,BA-03,HEAD,2299.795
30/03/2021,BA-03,HEAD,2299.799
07/04/2021,BA-03,HEAD,2299.802
21/04/2021,BA-03,HEAD,2299.819
17/05/2021,BA-03,HEAD,2299.874
14/06/2021,BA-03,HEAD,2299.961
12/07/2021,BA-03,HEAD,2299.975
23/07/2021,BA-03,HEAD,2299.977
08/08/2021,BA-03,HEAD,2299.989
20/09/2021,BA-03,HEAD,2299.913
06/10/2021,BA-03,HEAD,2299.879
13/11/2021,BA-03,HEAD,2299.821
14/12/2021,BA-03,HEAD,2299.789
08/01/2022,BA-03,HEAD,2299.767
03/02/2022,BA-03,HEAD,2299.745
20/02/2022,BA-03,HEAD,2299.740
05/03/2022,BA-03,HEAD,2299.737
29/03/2022,BA-03,HEAD,2299.756
08/04/2022,BA-03,HEAD,2299.763
20/04/2022,BA-03,HEAD,2299.773
16/05/2022,BA-03,HEAD,2299.835
14/06/2022,BA-03,HEAD,2299.917
09/07/2022,BA-03,HEAD,2299.961
09/08/2022,BA-03,HEAD,2299.978
14/09/2022,BA-03,HEAD,2299.964
09/10/2022,BA-03,HEAD,2299.919
09/11/2022,BA-03,HEAD,2299.868
11/12/2022,BA-03,HEAD,2299.813
07/01/2023,BA-03,HEAD,2299.781
11/02/2023,BA-03,HEAD,2299.765
05/03/2023,BA-03,HEAD,2299.772
18/03/2023,BA-03,HEAD,2299.774
13/04/2023,BA-03,HEAD,2299.797
24/04/2023,BA-03,HEAD,2299.804
13/05/2023,BA-03,HEAD,2299.839
28/05/2023,BA-03,HEAD,2299.879
05/06/2023,BA-03,HEAD,2299.902
02/07/2023,BA-03,HEAD,2299.958
09/09/2023,BA-03,HEAD,2299.986
03/10/2023,BA-03,HEAD,2299.953
17/10/2023,BA-03,HEAD,2299.917
04/11/2023,BA-03,HEAD,2299.876
19/11/2023,BA-03,HEAD,2299.848
01/12/2023,BA-03,HEAD,2299.830
24/12/2023,BA-03,HEAD,2299.790
03/01/2024,BA-03,HEAD,2299.777
25/01/2024,BA-03,HEAD,2299.752
03/02/2024,BA-03,HEAD,2299.745
23/02/2024,BA-03,HEAD,2299.737
03/03/2024,BA-03,HEAD,2299.73
28/04/2024,BA-03,HEAD,2299.767
25/05/2024,BA-03,HEAD,2299.82
27/06/2024,BA-03,HEAD,2299.918
19/07/2024,BA-03,HEAD,2299.961
13/08/2024,BA-03,HEAD,2299.977
29/08/2024,BA-03,HEAD,2299.98
02/09/2024,BA-03,HEAD,2299.977
23/09/2024,BA-03,HEAD,2299.952
01/10/2024,BA-03,HEAD,2299.941
25/10/2024,BA-03,HEAD,2299.9
04/11/2024,BA-03,HEAD,2299.874
03/12/2024,BA-03,HEAD,2299.814
16/12/2024,BA-03,HEAD,2299.794
22/06/2013,BA-04,HEAD,2300.296
18/08/2013,BA-04,HEAD,2300.296
07/09/2013,BA-04,HEAD,2300.292
20/10/2013,BA-04,HEAD,2300.238
26/11/2013,BA-04,HEAD,2300.228
12/12/2013,BA-04,HEAD,2300.223
18/01/2014,BA-04,HEAD,2300.226
16/02/2014,BA-04,HEAD,2300.216
20/03/2014,BA-04,HEAD,2300.226
18/04/2014,BA-04,HEAD,2300.241
17/05/2014,BA-04,HEAD,2300.266
10/06/2014,BA-04,HEAD,2300.296
20/07/2014,BA-04,HEAD,2300.303
12/08/2014,BA-04,HEAD,2300.303
10/09/2014,BA-04,HEAD,2300.273
15/10/2014,BA-04,HEAD,2300.243
05/11/2014,BA-04,HEAD,2300.232
08/12/2014,BA-04,HEAD,2300.221
06/01/2015,BA-04,HEAD,2300.219
14/02/2015,BA-04,HEAD,2300.215
04/03/2015,BA-04,HEAD,2300.216
12/05/2015,BA-04,HEAD,2300.225
03/06/2015,BA-04,HEAD,2300.248
15/07/2015,BA-04,HEAD,2300.271
12/08/2015,BA-04,HEAD,2300.268
02/09/2015,BA-04,HEAD,2300.249
14/10/2015,BA-04,HEAD,2300.221
09/11/2015,BA-04,HEAD,2300.218
07/12/2015,BA-04,HEAD,2300.209
19/01/2016,BA-04,HEAD,2300.201
17/02/2016,BA-04,HEAD,2300.205
10/03/2016,BA-04,HEAD,2300.215
13/04/2016,BA-04,HEAD,2300.223
19/05/2016,BA-04,HEAD,2300.252
05/06/2016,BA-04,HEAD,2300.269
29/07/2016,BA-04,HEAD,2300.297
11/08/2016,BA-04,HEAD,2300.287
26/09/2016,BA-04,HEAD,2300.253
10/10/2016,BA-04,HEAD,2300.242
08/11/2016,BA-04,HEAD,2300.229
07/12/2016,BA-04,HEAD,2300.226
17/01/2017,BA-04,HEAD,2300.219
05/02/2017,BA-04,HEAD,2300.223
30/03/2017,BA-04,HEAD,2300.237
04/04/2017,BA-04,HEAD,2300.237
03/05/2017,BA-04,HEAD,2300.238
04/06/2017,BA-04,HEAD,2300.262
16/07/2017,BA-04,HEAD,2300.264
16/08/2017,BA-04,HEAD,2300.252
24/09/2017,BA-04,HEAD,2300.228
08/10/2017,BA-04,HEAD,2300.224
05/11/2017,BA-04,HEAD,2300.216
01/12/2017,BA-04,HEAD,2300.214
14/01/2018,BA-04,HEAD,2300.208
06/02/2018,BA-04,HEAD,2300.207
01/03/2018,BA-04,HEAD,2300.208
10/04/2018,BA-04,HEAD,2300.225
05/05/2018,BA-04,HEAD,2300.238
07/06/2018,BA-04,HEAD,2300.269
11/07/2018,BA-04,HEAD,2300.282
30/07/2018,BA-04,HEAD,2300.286
07/08/2018,BA-04,HEAD,2300.281
25/08/2018,BA-04,HEAD,2300.266
04/09/2018,BA-04,HEAD,2300.26
25/09/2018,BA-04,HEAD,2300.238
23/10/2018,BA-04,HEAD,2300.223
03/11/2018,BA-04,HEAD,2300.216
03/12/2018,BA-04,HEAD,2300.206
16/01/2019,BA-04,HEAD,2300.203
27/02/2019,BA-04,HEAD,2300.202
06/03/2019,BA-04,HEAD,2300.182
20/03/2019,BA-04,HEAD,2300.18
03/04/2019,BA-04,HEAD,2300.196
17/04/2019,BA-04,HEAD,2300.212
17/05/2019,BA-04,HEAD,2300.232
16/06/2019,BA-04,HEAD,2300.262
26/07/2019,BA-04,HEAD,2300.263
20/08/2019,BA-04,HEAD,2300.264
09/09/2019,BA-04,HEAD,2300.265
09/10/2019,BA-04,HEAD,2300.22
08/11/2019,BA-04,HEAD,2300.208
07/12/2019,BA-04,HEAD,2300.196
17/01/2020,BA-04,HEAD,2300.194
08/02/2020,BA-04,HEAD,2300.203
07/03/2020,BA-04,HEAD,2300.202
05/04/2020,BA-04,HEAD,2300.224
03/05/2020,BA-04,HEAD,2300.239
03/08/2020,BA-04,HEAD,2300.293
18/08/2020,BA-04,HEAD,2300.273
08/09/2020,BA-04,HEAD,2300.289
17/09/2020,BA-04,HEAD,2300.231
05/10/2020,BA-04,HEAD,2300.199
18/10/2020,BA-04,HEAD,2300.189
09/11/2020,BA-04,HEAD,2300.192
13/12/2020,BA-04,HEAD,2300.19
03/01/2021,BA-04,HEAD,2300.189
17/01/2021,BA-04,HEAD,2300.188
03/02/2021,BA-04,HEAD,2300.191
21/02/2021,BA-04,HEAD,2300.197
03/03/2021,BA-04,HEAD,2300.197
20/03/2021,BA-04,HEAD,2300.205
05/04/2021,BA-04,HEAD,2300.214
18/04/2021,BA-04,HEAD,2300.22
10/05/2021,BA-04,HEAD,2300.24
13/06/2021,BA-04,HEAD,2300.271
03/07/2021,BA-04,HEAD,2300.263
27/07/2021,BA-04,HEAD,2300.254
06/08/2021,BA-04,HEAD,2300.247
20/09/2021,BA-04,HEAD,2300.224
03/10/2021,BA-04,HEAD,2300.213
08/11/2021,BA-04,HEAD,2300.199
14/12/2021,BA-04,HEAD,2300.187
06/01/2022,BA-04,HEAD,2300.182
07/02/2022,BA-04,HEAD,2300.181
17/02/2022,BA-04,HEAD,2300.182
05/03/2022,BA-04,HEAD,2300.185
22/03/2022,BA-04,HEAD,2300.204
03/04/2022,BA-04,HEAD,2300.205
18/04/2022,BA-04,HEAD,2300.217
01/05/2022,BA-04,HEAD,2300.233
14/06/2022,BA-04,HEAD,2300.268
01/07/2022,BA-04,HEAD,2300.275
24/08/2022,BA-04,HEAD,2300.265
13/09/2022,BA-04,HEAD,2300.246
01/10/2022,BA-04,HEAD,2300.235
04/11/2022,BA-04,HEAD,2300.215
10/12/2022,BA-04,HEAD,2300.194
05/01/2023,BA-04,HEAD,2300.199
03/02/2023,BA-04,HEAD,2300.190
06/03/2023,BA-04,HEAD,2300.208
17/03/2023,BA-04,HEAD,2300.215
03/04/2023,BA-04,HEAD,2300.220
24/04/2023,BA-04,HEAD,2300.225
03/05/2023,BA-04,HEAD,2300.230
28/05/2023,BA-04,HEAD,2300.238
06/06/2023,BA-04,HEAD,2300.257
01/07/2023,BA-04,HEAD,2300.275
27/09/2023,BA-04,HEAD,2300.238
01/10/2023,BA-04,HEAD,2300.246
16/10/2023,BA-04,HEAD,2300.224
01/11/2023,BA-04,HEAD,2300.216
26/11/2023,BA-04,HEAD,2300.202
12/12/2023,BA-04,HEAD,2300.193
30/12/2023,BA-04,HEAD,2300.184
02/01/2024,BA-04,HEAD,2300.185
28/01/2024,BA-04,HEAD,2300.184
02/02/2024,BA-04,HEAD,2300.18
25/02/2024,BA-04,HEAD,2300.193
02/03/2024,BA-04,HEAD,2300.187
