Fecha,Pozo 1024
21/07/2003,1.032
17/08/2003,1.03
07/09/2003,1.006
10/10/2003,0.99
28/11/2003,1.0
27/12/2003,1.03
19/01/2004,1.04
27/02/2004,1.056
10/03/2004,1.074
19/04/2004,1.13
09/05/2004,1.17
29/06/2004,1.161
20/07/2004,1.162
05/08/2004,1.184
17/09/2004,1.143
03/10/2004,1.138
01/12/2004,1.205
25/12/2004,1.145
16/01/2005,1.118
18/02/2005,1.175
11/03/2005,1.19
12/04/2005,1.202
24/05/2005,1.234
18/06/2005,1.23
13/07/2005,1.23
16/08/2005,1.233
11/09/2005,1.2
22/10/2005,1.213
06/12/2005,1.225
25/12/2005,1.209
15/01/2006,1.235
05/02/2006,1.225
03/03/2006,1.233
19/03/2006,1.255
11/04/2006,1.265
23/05/2006,1.3
18/06/2006,1.32
09/08/2006,1.315
21/09/2006,1.26
13/10/2006,1.25
19/11/2006,1.27
12/12/2006,1.28
02/02/2007,1.283
06/02/2007,1.291
12/03/2007,1.308
10/04/2007,1.318
27/05/2007,1.35
10/06/2007,1.342
24/07/2007,1.38
05/08/2007,1.354
01/09/2007,1.35
09/09/2007,1.347
02/10/2007,1.333
06/10/2007,1.301
01/11/2007,1.359
19/11/2007,1.333
05/12/2007,1.35
27/12/2007,1.355
19/01/2008,1.323
29/02/2008,1.398
30/03/2008,1.375
25/04/2008,1.409
26/05/2008,1.429
30/06/2008,1.444
04/08/2008,1.459
23/08/2008,1.451
24/09/2008,1.421
20/10/2008,1.403
29/11/2008,1.41
26/12/2008,1.41
25/01/2009,1.411
23/02/2009,1.434
23/03/2009,1.436
18/04/2009,1.435
17/05/2009,1.454
17/06/2009,1.471
25/07/2009,1.489
17/08/2009,1.454
25/09/2009,1.419
19/10/2009,1.406
25/11/2009,1.374
25/12/2009,1.385
19/01/2010,1.383
27/02/2010,1.396
29/03/2010,1.39
19/04/2010,1.401
24/05/2010,1.457
19/06/2010,1.476
24/07/2010,1.51
23/08/2010,1.476
21/09/2010,1.469
25/10/2010,1.463
22/11/2010,1.476
25/12/2010,1.452
22/01/2011,1.503
23/02/2011,1.497
25/03/2011,1.554
20/04/2011,1.575
27/05/2011,1.588
24/06/2011,1.607
22/07/2011,1.598
23/08/2011,1.606
16/09/2011,1.564
29/10/2011,1.603
23/11/2011,1.614
19/12/2011,1.594
15/01/2012,1.567
01/03/2012,1.367
25/03/2012,1.415
22/04/2012,1.475
24/05/2012,1.501
19/06/2012,1.519
21/07/2012,1.519
25/08/2012,1.513
18/09/2012,1.499
22/10/2012,1.505
19/11/2012,1.501
23/12/2012,1.511
17/01/2013,1.524
22/02/2013,1.273
18/03/2013,1.307
16/04/2013,1.362
21/05/2013,1.237
19/06/2013,1.283
22/07/2013,1.328
19/08/2013,1.34
23/09/2013,1.295
21/10/2013,1.315
21/11/2013,1.352
22/12/2013,1.39
23/01/2014,1.415
16/02/2014,1.448
15/03/2014,1.474
19/04/2014,1.505
23/05/2014,1.536
20/06/2014,1.57
17/07/2014,1.592
18/08/2014,1.607
19/09/2014,1.599
15/10/2014,1.592
22/11/2014,1.645
17/12/2014,1.628
17/12/2014,
17/12/2014,1.678
18/01/2015,1.646
21/02/2015,1.641
19/03/2015,1.404
18/04/2015,1.202
16/05/2015,1.32
18/06/2015,1.401
19/07/2015,1.441
21/08/2015,1.456
19/09/2015,1.44
23/10/2015,1.426
27/11/2015,1.46
28/12/2015,1.49
25/01/2016,1.497
28/02/2016,1.551
24/03/2016,1.566
28/04/2016,1.621
31/05/2016,1.663
24/06/2016,1.685
23/07/2016,1.685
26/08/2016,1.692
23/09/2016,1.693
23/10/2016,1.708
23/11/2016,1.713
23/12/2016,1.735
23/01/2017,1.745
23/02/2017,1.716
23/03/2017,1.417
23/04/2017,1.499
23/05/2017,1.575
23/06/2017,1.448
23/07/2017,1.529
23/08/2017,1.548
23/09/2017,1.546
23/10/2017,1.573
23/11/2017,1.59
23/12/2017,1.602
23/01/2018,1.641
23/02/2018,1.677
23/03/2018,1.695
23/04/2018,1.723
23/05/2018,1.722
23/06/2018,1.775
23/07/2018,1.781
23/08/2018,1.785
23/09/2018,1.78
23/10/2018,1.772
23/11/2018,1.772
23/12/2018,1.779
24/01/2019,1.783
23/02/2019,0.83
23/03/2019,1.075
23/04/2019,1.153
23/05/2019,1.243
21/06/2019,1.277
19/07/2019,1.303
19/08/2019,1.352
20/09/2019,1.348
23/10/2019,
21/11/2019,1.372
19/12/2019,1.404
24/01/2020,1.445
21/02/2020,1.456
22/03/2020,1.529
23/04/2020,1.554
23/05/2020,1.64
25/05/2020,1.619
21/06/2020,1.665
23/07/2020,1.698
23/07/2020,1.697
23/08/2020,1.716
23/08/2020,1.715
23/09/2020,1.445
23/09/2020,1.446
22/10/2020,1.47
22/10/2020,1.47
18/11/2020,1.521
18/11/2020,1.521
21/12/2020,1.551
21/12/2020,1.553
18/01/2021,1.57
18/01/2021,1.57
19/02/2021,1.608
19/02/2021,1.608
17/03/2021,1.649
17/03/2021,1.649
18/04/2021,1.68
18/04/2021,1.68
23/05/2021,1.731
23/05/2021,1.731
21/06/2021,1.778
21/06/2021,1.778
18/07/2021,1.78
18/07/2021,1.78
18/08/2021,1.788
18/08/2021,1.788
22/09/2021,1.802
22/09/2021,1.804
21/10/2021,1.8
21/10/2021,1.8
22/11/2021,1.798
22/11/2021,1.799
19/12/2021,1.802
19/12/2021,1.802
19/01/2022,1.822
19/01/2022,1.822
21/02/2022,1.842
21/02/2022,1.842
25/03/2022,1.795
25/03/2022,1.795
22/04/2022,1.835
22/04/2022,1.836
22/05/2022,1.88
22/05/2022,1.877
19/06/2022,1.889
19/06/2022,1.887
19/07/2022,1.894
19/07/2022,1.892
22/08/2022,1.905
22/08/2022,1.902
27/09/2022,1.91
23/10/2022,1.91
23/11/2022,1.911
17/12/2022,1.914
14/01/2023,1.931
31/03/2023,
30/04/2023,
11/05/2023,1.862
25/05/2023,1.885
08/06/2023,1.907
22/06/2023,1.925
28/07/2023,1.956
29/08/2023,1.962
25/09/2023,1.965
16/10/2023,1.964
21/11/2023,1.952
17/12/2023,
26/01/2024,
23/02/2024,
06/03/2024,
17/04/2024,
09/05/2024,
15/06/2024,
22/07/2024,
23/08/2024,
30/09/2024,
20/10/2024,
18/11/2024,
