Fecha,Pozo L10-9
29/10/2007,1.64
05/12/2007,1.641
26/12/2007,1.653
31/01/2008,1.61
02/03/2008,1.627
30/03/2008,1.632
05/05/2008,1.661
28/05/2008,1.656
25/06/2008,1.667
04/08/2008,1.689
25/08/2008,1.692
01/10/2008,1.691
26/10/2008,1.692
30/11/2008,1.698
29/12/2008,1.7
27/01/2009,1.695
26/02/2009,1.698
21/03/2009,1.711
16/04/2009,1.701
18/05/2009,1.708
25/06/2009,1.714
23/07/2009,1.72
18/08/2009,1.714
25/09/2009,1.708
19/10/2009,1.703
24/11/2009,1.7
24/11/2009,
25/11/2009,1.687
25/12/2009,1.691
23/01/2010,1.686
27/02/2010,1.68
29/03/2010,1.681
25/04/2010,1.686
24/05/2010,1.698
18/06/2010,1.706
24/07/2010,1.723
23/08/2010,1.725
24/09/2010,1.725
21/10/2010,1.736
22/11/2010,1.738
24/12/2010,1.737
22/01/2011,1.736
25/02/2011,1.727
24/03/2011,1.752
24/04/2011,1.744
28/05/2011,1.775
24/06/2011,1.779
22/07/2011,1.781
23/08/2011,1.788
24/09/2011,1.782
19/10/2011,1.788
23/11/2011,1.805
19/12/2011,1.796
23/01/2012,1.803
27/02/2012,1.764
25/03/2012,1.733
25/04/2012,1.723
22/05/2012,1.732
19/06/2012,1.741
24/07/2012,1.754
25/08/2012,1.757
21/09/2012,1.756
30/10/2012,1.752
19/11/2012,1.772
17/12/2012,1.773
19/01/2013,1.767
23/02/2013,1.724
21/03/2013,1.686
20/04/2013,1.669
26/05/2013,1.661
23/06/2013,1.651
22/07/2013,1.629
23/08/2013,1.628
26/09/2013,1.616
24/10/2013,1.621
21/11/2013,1.624
21/12/2013,1.631
22/01/2014,1.651
24/02/2014,1.663
25/03/2014,1.679
23/04/2014,1.699
22/05/2014,1.715
23/06/2014,1.742
18/07/2014,1.759
21/08/2014,1.778
24/09/2014,1.78
17/10/2014,1.804
20/11/2014,1.819
29/12/2014,1.827
29/01/2015,1.834
16/03/2015,1.842
29/04/2015,1.68
31/05/2015,1.657
26/06/2015,1.655
31/07/2015,1.69
27/08/2015,1.692
25/09/2015,1.695
30/10/2015,1.704
28/11/2015,1.714
29/12/2015,1.724
29/01/2016,1.741
26/02/2016,1.754
27/03/2016,1.769
28/04/2016,1.788
29/05/2016,1.816
15/06/2016,1.823
30/06/2016,1.83
30/06/2016,
23/07/2016,1.845
26/08/2016,1.859
26/09/2016,1.873
26/10/2016,1.883
26/11/2016,1.89
26/12/2016,1.894
26/01/2017,1.903
25/02/2017,1.871
26/03/2017,
26/04/2017,
26/05/2017,
26/06/2017,
26/07/2017,
26/08/2017,
26/09/2017,1.753
26/10/2017,1.776
28/11/2017,1.785
26/12/2017,1.802
26/01/2018,1.82
26/02/2018,1.841
26/03/2018,1.858
26/04/2018,1.87
26/05/2018,1.894
26/06/2018,
26/07/2018,
26/08/2018,
26/09/2018,
26/10/2018,
26/11/2018,
26/12/2018,
26/01/2019,
26/02/2019,
26/03/2019,
26/04/2019,
26/05/2019,
28/06/2019,
26/07/2019,
26/08/2019,
26/09/2019,
26/10/2019,
26/11/2019,
26/12/2019,
26/01/2020,
26/02/2020,
26/03/2020,
26/04/2020,
26/05/2020,
26/06/2020,
26/07/2020,
26/08/2020,
26/09/2020,
26/10/2020,
26/11/2020,
26/12/2020,
26/01/2021,
28/01/2021,1.827
28/01/2021,1.827
26/02/2021,1.84
26/02/2021,1.842
25/03/2021,1.857
25/03/2021,1.857
27/04/2021,1.878
27/04/2021,1.878
05/05/2021,1.886
05/05/2021,1.886
05/05/2021,1.886
27/06/2021,1.925
26/07/2021,
29/08/2021,1.966
29/08/2021,1.966
27/09/2021,1.98
27/09/2021,1.98
13/10/2021,1.986
13/10/2021,1.986
29/10/2021,1.991
29/10/2021,1.991
27/11/2021,
15/12/2021,
29/01/2022,
11/02/2022,
10/03/2022,2.03
10/03/2022,2.03
26/03/2022,2.035
26/03/2022,2.034
09/04/2022,2.031
09/04/2022,2.032
30/04/2022,2.036
30/04/2022,2.035
08/05/2022,2.039
08/05/2022,2.039
27/05/2022,2.045
27/05/2022,2.044
11/06/2022,2.051
11/06/2022,2.051
26/06/2022,2.058
26/06/2022,2.056
11/07/2022,2.062
11/07/2022,2.062
31/07/2022,2.069
31/07/2022,2.07
12/08/2022,
18/08/2022,2.074
18/08/2022,2.075
28/08/2022,2.08
28/08/2022,2.078
11/09/2022,2.082
25/09/2022,2.088
25/09/2022,2.088
12/10/2022,2.091
30/12/2022,
31/01/2023,
31/03/2023,
12/04/2023,2.07
12/05/2023,2.068
26/05/2023,2.078
26/05/2023,2.078
14/06/2023,2.086
14/06/2023,2.084
23/06/2023,2.091
23/06/2023,2.089
09/07/2023,2.101
09/07/2023,2.1
27/07/2023,2.112
27/07/2023,2.113
11/08/2023,2.118
11/08/2023,2.117
18/08/2023,2.118
08/09/2023,2.125
08/09/2023,2.125
05/10/2023,2.133
05/10/2023,2.132
30/11/2023,
31/12/2023,
31/01/2024,
29/02/2024,
31/03/2024,
30/04/2024,
24/05/2024,2.183
06/06/2024,2.189
06/06/2024,2.188
22/06/2024,2.194
13/07/2024,2.202
13/07/2024,2.203
08/08/2024,2.214
23/08/2024,2.216
23/08/2024,2.217
30/09/2024,
11/10/2024,2.233
21/10/2024,2.237
30/11/2024,
