Fecha,Pozo L10-15
27/02/2022,2.029
10/03/2022,2.032
10/03/2022,2.032
26/03/2022,2.027
26/03/2022,2.026
09/04/2022,2.018
09/04/2022,2.018
30/04/2022,2.029
30/04/2022,2.028
08/05/2022,2.033
08/05/2022,2.033
27/05/2022,2.044
27/05/2022,2.043
11/06/2022,2.05
11/06/2022,2.049
26/06/2022,2.058
26/06/2022,2.056
11/07/2022,2.064
11/07/2022,2.062
30/07/2022,2.072
30/07/2022,2.073
18/08/2022,2.081
18/08/2022,2.082
28/08/2022,2.085
28/08/2022,2.084
11/09/2022,2.089
25/09/2022,2.096
25/09/2022,2.095
12/10/2022,2.099
31/10/2022,2.103
31/10/2022,2.104
12/11/2022,2.104
28/11/2022,2.109
28/11/2022,2.109
11/12/2022,2.109
30/12/2022,2.111
30/12/2022,2.111
13/01/2023,2.114
28/01/2023,2.116
28/01/2023,2.116
31/03/2023,
12/04/2023,2.04
12/05/2023,2.044
26/05/2023,2.06
26/05/2023,2.06
14/06/2023,2.073
14/06/2023,2.072
23/06/2023,2.083
23/06/2023,2.082
08/07/2023,2.095
09/07/2023,2.097
09/07/2023,2.095
27/07/2023,2.112
27/07/2023,2.114
14/08/2023,2.12
25/09/2023,2.137
05/10/2023,2.137
05/10/2023,2.137
30/11/2023,
31/12/2023,
31/01/2024,
29/02/2024,
31/03/2024,
30/04/2024,
24/05/2024,2.192
06/06/2024,2.199
06/06/2024,2.198
22/06/2024,2.207
13/07/2024,2.217
13/07/2024,2.217
08/08/2024,2.233
23/08/2024,2.238
23/08/2024,2.239
13/09/2024,2.245
26/09/2024,2.251
26/09/2024,2.252
11/10/2024,2.253
21/10/2024,2.256
30/11/2024,
