Fecha,Pozo L10-14
29/10/2007,2.046
05/12/2007,2.058
26/12/2007,2.072
31/01/2008,2.048
02/03/2008,2.056
31/03/2008,2.092
03/05/2008,2.088
27/05/2008,2.113
25/06/2008,2.1
04/08/2008,2.135
25/08/2008,2.115
01/10/2008,2.101
26/10/2008,2.111
01/12/2008,2.121
26/12/2008,2.118
27/01/2009,2.117
23/02/2009,2.125
21/03/2009,2.127
16/04/2009,2.119
18/05/2009,2.143
25/06/2009,2.145
23/07/2009,2.141
18/08/2009,2.141
25/09/2009,2.115
19/10/2009,2.114
25/11/2009,2.087
25/12/2009,2.108
24/01/2010,2.101
27/02/2010,2.077
29/03/2010,2.085
19/04/2010,2.087
24/05/2010,2.127
18/06/2010,2.154
24/07/2010,2.175
23/08/2010,2.163
25/09/2010,2.161
21/10/2010,2.177
22/11/2010,2.135
24/12/2010,2.195
22/01/2011,2.202
25/02/2011,2.195
27/03/2011,2.217
22/04/2011,2.212
28/05/2011,2.265
24/06/2011,2.252
22/07/2011,2.264
23/08/2011,2.272
24/09/2011,2.259
19/10/2011,2.278
23/11/2011,2.295
19/12/2011,2.285
23/01/2012,2.297
28/02/2012,2.162
25/03/2012,2.141
23/04/2012,2.171
22/05/2012,2.186
19/06/2012,2.199
23/07/2012,2.205
27/08/2012,2.212
19/09/2012,2.192
26/10/2012,2.204
19/11/2012,2.218
06/12/2012,2.208
06/12/2012,
17/12/2012,2.216
19/01/2013,2.229
21/02/2013,2.008
19/03/2013,2.044
16/04/2013,2.059
21/05/2013,2.03
16/06/2013,2.009
22/07/2013,2.043
23/08/2013,2.026
26/09/2013,2.029
23/10/2013,2.038
21/11/2013,2.084
21/12/2013,2.084
23/01/2014,2.123
16/02/2014,2.133
19/03/2014,2.154
23/04/2014,2.187
23/05/2014,2.215
23/06/2014,2.262
18/07/2014,2.276
17/08/2014,2.286
21/09/2014,2.289
17/10/2014,2.308
20/11/2014,2.31
22/12/2014,2.344
25/01/2015,2.33
22/02/2015,2.344
19/03/2015,2.264
19/04/2015,1.955
21/05/2015,2.021
25/06/2015,2.08
26/07/2015,2.12
21/08/2015,2.142
29/09/2015,2.151
22/10/2015,2.151
27/11/2015,2.168
28/12/2015,2.192
25/01/2016,2.223
26/02/2016,2.241
27/03/2016,2.285
28/04/2016,2.311
29/05/2016,2.341
24/06/2016,2.361
23/07/2016,2.359
22/08/2016,2.352
22/09/2016,2.378
22/10/2016,2.394
22/11/2016,2.407
22/12/2016,2.413
22/01/2017,2.426
22/02/2017,2.405
22/03/2017,2.105
22/04/2017,2.175
22/05/2017,2.239
22/06/2017,2.155
22/07/2017,2.194
25/07/2017,2.203
22/08/2017,2.231
22/09/2017,2.269
22/10/2017,2.272
22/11/2017,2.281
22/12/2017,2.327
22/01/2018,2.339
22/02/2018,2.355
22/03/2018,2.379
22/04/2018,2.405
22/05/2018,2.431
22/06/2018,2.443
22/07/2018,2.447
22/08/2018,2.455
22/09/2018,2.462
22/10/2018,2.461
22/11/2018,2.463
22/12/2018,2.469
22/01/2019,2.476
27/02/2019,1.824
22/03/2019,1.859
22/04/2019,1.901
22/05/2019,1.944
28/06/2019,
22/07/2019,
22/08/2019,
22/09/2019,
22/10/2019,
22/11/2019,
22/12/2019,
22/01/2020,
22/02/2020,
22/03/2020,
22/04/2020,
22/05/2020,
22/06/2020,
22/07/2020,
22/08/2020,
22/09/2020,
22/10/2020,
22/11/2020,
22/12/2020,
28/01/2021,2.314
28/01/2021,2.315
26/02/2021,2.325
26/02/2021,2.327
25/03/2021,2.361
25/03/2021,2.361
27/04/2021,2.403
27/04/2021,2.403
06/05/2021,2.414
06/05/2021,2.414
27/06/2021,2.472
22/07/2021,
29/08/2021,
25/09/2021,2.522
25/09/2021,2.522
13/10/2021,2.508
13/10/2021,2.508
29/10/2021,2.514
29/10/2021,2.514
15/11/2021,2.527
15/11/2021,2.527
28/11/2021,2.532
28/11/2021,2.532
15/12/2021,2.538
15/12/2021,2.538
24/12/2021,2.533
24/12/2021,2.534
16/01/2022,2.542
16/01/2022,2.543
27/01/2022,2.547
27/01/2022,2.547
11/02/2022,2.556
11/02/2022,2.555
27/02/2022,2.558
27/02/2022,2.558
10/03/2022,2.55
10/03/2022,2.55
26/03/2022,2.516
26/03/2022,2.514
09/04/2022,2.503
09/04/2022,2.504
30/04/2022,2.538
30/04/2022,2.538
08/05/2022,2.543
08/05/2022,2.544
28/05/2022,2.562
28/05/2022,2.561
11/06/2022,2.563
11/06/2022,2.562
26/06/2022,2.579
26/06/2022,2.577
12/07/2022,2.59
12/07/2022,2.588
31/07/2022,2.584
31/07/2022,2.585
18/08/2022,2.598
18/08/2022,2.598
27/08/2022,2.601
27/08/2022,2.599
10/09/2022,2.603
24/09/2022,2.612
24/09/2022,2.612
12/10/2022,2.612
