Fecha,Pozo L10-11
01/10/2007,2.03
29/10/2007,2.023
05/12/2007,2.033
27/12/2007,2.043
02/02/2008,2.024
05/03/2008,2.052
31/03/2008,2.062
03/05/2008,2.079
27/05/2008,2.102
28/06/2008,2.098
04/08/2008,2.123
24/08/2008,2.114
25/09/2008,2.104
26/10/2008,2.093
05/12/2008,2.102
26/12/2008,2.099
25/01/2009,2.091
24/02/2009,2.096
23/03/2009,2.109
16/04/2009,2.105
17/05/2009,2.114
25/06/2009,2.134
23/07/2009,2.13
17/08/2009,2.118
25/09/2009,2.096
19/10/2009,2.085
26/11/2009,2.063
25/12/2009,2.069
24/01/2010,2.063
27/02/2010,2.047
29/03/2010,2.063
19/04/2010,2.075
24/05/2010,2.119
22/06/2010,2.141
24/07/2010,2.164
23/08/2010,2.137
25/09/2010,2.152
21/10/2010,2.162
22/11/2010,2.141
25/12/2010,2.178
22/01/2011,2.188
25/02/2011,2.188
24/03/2011,2.2
22/04/2011,2.194
27/05/2011,2.259
24/06/2011,2.259
22/07/2011,2.269
23/08/2011,2.273
19/09/2011,2.28
30/10/2011,2.272
23/11/2011,2.289
29/11/2011,2.295
29/11/2011,
19/12/2011,2.281
15/01/2012,2.276
28/02/2012,2.091
23/03/2012,2.107
23/04/2012,2.144
22/05/2012,2.167
19/06/2012,2.164
23/07/2012,2.198
27/08/2012,2.203
19/09/2012,2.184
26/10/2012,2.187
19/11/2012,2.203
17/12/2012,2.202
18/01/2013,2.204
21/02/2013,1.931
19/03/2013,1.976
16/04/2013,2.015
21/05/2013,1.959
19/06/2013,1.942
22/07/2013,2.002
23/08/2013,1.992
26/09/2013,1.995
23/10/2013,2.011
21/11/2013,2.051
21/12/2013,2.062
23/01/2014,2.1
16/02/2014,2.121
19/03/2014,2.141
24/04/2014,2.191
23/05/2014,2.209
23/06/2014,2.251
17/07/2014,2.272
17/08/2014,2.289
21/09/2014,2.29
17/10/2014,2.295
20/11/2014,2.307
17/12/2014,2.312
17/12/2014,2.312
17/12/2014,
19/01/2015,2.333
22/02/2015,2.328
19/03/2015,2.162
19/04/2015,1.923
21/05/2015,2.004
25/06/2015,2.07
23/07/2015,2.11
21/08/2015,2.132
19/09/2015,2.125
22/10/2015,2.132
27/11/2015,2.148
28/12/2015,2.172
22/01/2016,2.188
26/02/2016,2.225
24/03/2016,2.251
26/04/2016,2.287
30/05/2016,2.332
24/06/2016,2.354
22/07/2016,2.36
23/08/2016,2.365
23/09/2016,2.372
23/10/2016,2.385
23/11/2016,2.393
23/12/2016,2.409
23/01/2017,2.424
23/02/2017,2.395
23/03/2017,2.101
23/04/2017,2.169
23/05/2017,2.233
23/06/2017,2.137
23/07/2017,2.194
23/08/2017,2.226
23/09/2017,2.253
24/10/2017,2.265
24/11/2017,2.27
24/12/2017,2.293
24/01/2018,2.324
24/02/2018,2.345
24/03/2018,2.371
24/04/2018,2.398
24/05/2018,2.426
24/06/2018,2.447
24/07/2018,2.452
21/08/2018,2.458
24/08/2018,2.459
24/09/2018,2.456
24/10/2018,2.449
30/10/2018,2.448
02/11/2018,2.446
05/11/2018,2.446
