Fecha,Pozo L10-13
22/09/2020,
22/10/2020,
22/11/2020,
22/12/2020,
28/01/2021,2.327
28/01/2021,2.327
26/02/2021,2.344
26/02/2021,2.345
25/03/2021,2.373
25/03/2021,2.373
27/04/2021,2.415
27/04/2021,2.415
06/05/2021,2.433
06/05/2021,2.433
27/06/2021,2.483
22/07/2021,
29/08/2021,
25/09/2021,2.53
25/09/2021,2.531
13/10/2021,2.525
13/10/2021,2.525
29/10/2021,2.531
29/10/2021,2.531
15/11/2021,2.542
15/11/2021,2.542
28/11/2021,2.545
28/11/2021,2.547
15/12/2021,2.552
15/12/2021,2.551
24/12/2021,2.55
24/12/2021,2.551
16/01/2022,2.557
16/01/2022,2.557
27/01/2022,2.562
27/01/2022,2.562
11/02/2022,2.571
11/02/2022,2.571
27/02/2022,2.575
27/02/2022,2.574
10/03/2022,2.573
10/03/2022,2.573
26/03/2022,2.526
26/03/2022,2.525
09/04/2022,2.523
09/04/2022,2.524
30/04/2022,2.554
30/04/2022,2.554
08/05/2022,2.563
08/05/2022,2.562
28/05/2022,2.581
28/05/2022,2.58
11/06/2022,2.583
11/06/2022,2.582
26/06/2022,2.596
26/06/2022,2.594
12/07/2022,2.605
12/07/2022,2.604
31/07/2022,2.605
31/07/2022,2.605
18/08/2022,2.617
18/08/2022,2.617
27/08/2022,2.62
27/08/2022,2.618
10/09/2022,2.624
24/09/2022,2.633
24/09/2022,2.634
12/10/2022,2.636
31/10/2022,2.649
31/10/2022,2.649
12/11/2022,2.649
28/11/2022,2.648
28/11/2022,2.648
11/12/2022,2.652
30/12/2022,2.659
30/12/2022,2.658
13/01/2023,2.662
28/01/2023,2.666
28/01/2023,2.666
09/02/2023,2.569
20/02/2023,2.523
20/02/2023,2.522
25/02/2023,2.53
14/03/2023,2.546
15/03/2023,2.538
30/03/2023,2.527
30/03/2023,2.527
31/03/2023,2.529
30/04/2023,
14/05/2023,2.567
28/05/2023,2.599
28/05/2023,2.6
11/06/2023,2.61
24/06/2023,2.64
24/06/2023,2.64
08/07/2023,2.649
25/07/2023,2.663
27/08/2023,2.679
10/09/2023,2.685
06/10/2023,2.694
11/11/2023,2.706
11/12/2023,2.713
07/01/2024,2.728
10/02/2024,2.735
24/02/2024,2.736
24/02/2024,2.733
09/03/2024,2.745
23/03/2024,2.751
23/03/2024,2.748
13/04/2024,2.754
27/04/2024,2.761
27/04/2024,2.761
11/05/2024,2.765
25/05/2024,2.772
07/06/2024,2.777
23/06/2024,2.785
10/07/2024,2.791
27/07/2024,2.809
09/08/2024,2.806
19/08/2024,2.809
19/08/2024,2.81
12/09/2024,2.821
26/09/2024,2.823
26/09/2024,2.822
24/10/2024,2.827
08/11/2024,2.837
28/11/2024,2.838
06/12/2024,2.838
