Fecha,Pozo L10-13
29/10/2007,2.064
05/12/2007,2.073
26/12/2007,2.097
31/01/2008,2.052
02/03/2008,2.079
31/03/2008,2.108
03/05/2008,2.121
29/05/2008,2.133
25/06/2008,2.12
04/08/2008,2.145
25/08/2008,2.145
01/10/2008,2.13
26/10/2008,2.132
06/12/2008,2.151
26/12/2008,2.148
27/01/2009,2.122
23/02/2009,2.15
21/03/2009,2.154
16/04/2009,2.148
18/05/2009,2.162
25/06/2009,2.172
23/07/2009,2.163
18/08/2009,2.155
25/09/2009,2.138
19/10/2009,2.135
25/11/2009,2.107
25/12/2009,2.126
24/01/2010,2.132
27/02/2010,2.103
29/03/2010,2.108
19/04/2010,2.113
24/05/2010,2.152
18/06/2010,2.175
24/07/2010,2.202
23/08/2010,2.187
25/09/2010,2.192
21/10/2010,2.2
22/11/2010,2.204
24/12/2010,2.208
22/01/2011,2.226
25/02/2011,2.224
24/03/2011,2.268
22/04/2011,2.265
28/05/2011,2.294
24/06/2011,2.283
22/07/2011,2.298
23/08/2011,2.301
24/09/2011,2.291
19/10/2011,2.306
23/11/2011,2.325
19/12/2011,2.317
23/01/2012,2.326
28/02/2012,2.163
25/03/2012,2.156
23/04/2012,2.184
22/05/2012,2.228
19/06/2012,2.22
23/07/2012,2.233
27/08/2012,2.235
19/09/2012,2.224
26/10/2012,2.23
19/11/2012,2.246
06/12/2012,2.229
06/12/2012,
17/12/2012,2.246
19/01/2013,2.252
21/02/2013,2.016
19/03/2013,2.047
16/04/2013,2.068
21/05/2013,2.031
16/06/2013,2.033
22/07/2013,2.041
23/08/2013,2.042
26/09/2013,2.044
23/10/2013,2.059
21/11/2013,2.096
21/12/2013,2.105
23/01/2014,2.141
16/02/2014,2.157
19/03/2014,2.175
23/04/2014,2.196
23/05/2014,2.232
23/06/2014,2.278
18/07/2014,2.297
17/08/2014,2.311
21/09/2014,2.318
17/10/2014,2.328
20/11/2014,2.338
22/12/2014,2.361
25/01/2015,2.36
22/02/2015,2.362
19/03/2015,2.254
19/04/2015,1.975
21/05/2015,2.042
25/06/2015,2.097
26/07/2015,2.142
21/08/2015,2.173
29/09/2015,2.17
22/10/2015,2.173
27/11/2015,2.188
28/12/2015,2.208
25/01/2016,2.235
26/02/2016,2.262
27/03/2016,2.3
28/04/2016,2.325
29/05/2016,2.36
24/06/2016,2.383
23/07/2016,2.382
22/08/2016,2.388
22/09/2016,2.401
22/10/2016,2.419
22/11/2016,2.426
22/12/2016,2.438
22/01/2017,2.453
22/02/2017,2.432
22/03/2017,2.134
22/04/2017,2.205
22/05/2017,2.263
22/06/2017,2.174
22/07/2017,2.216
22/08/2017,2.252
22/09/2017,2.288
22/10/2017,2.294
22/11/2017,2.313
22/12/2017,2.341
22/01/2018,2.358
22/02/2018,2.377
22/03/2018,2.401
22/04/2018,2.425
22/05/2018,2.454
22/06/2018,2.469
22/07/2018,2.47
22/08/2018,2.483
22/09/2018,2.487
22/10/2018,2.484
22/11/2018,2.487
22/12/2018,2.495
22/01/2019,2.498
27/02/2019,1.825
22/03/2019,1.869
22/04/2019,1.914
22/05/2019,1.958
28/06/2019,
22/07/2019,
22/08/2019,
22/09/2019,
22/10/2019,
22/11/2019,
22/12/2019,
22/01/2020,
22/02/2020,
22/03/2020,
22/04/2020,
22/05/2020,
22/06/2020,
22/07/2020,
22/08/2020,
