Fecha,Pozo L10-4
29/10/2007,1.73
05/12/2007,1.735
26/12/2007,1.747
31/01/2008,1.703
02/03/2008,1.739
31/03/2008,1.75
03/05/2008,1.77
29/05/2008,1.78
25/06/2008,1.778
04/08/2008,1.796
25/08/2008,1.792
01/10/2008,1.791
26/10/2008,1.791
01/12/2008,1.802
26/12/2008,1.803
27/01/2009,1.794
23/02/2009,1.803
21/03/2009,1.808
16/04/2009,1.801
18/05/2009,1.804
25/06/2009,1.817
23/07/2009,1.817
18/08/2009,1.805
25/09/2009,1.792
19/10/2009,1.786
25/11/2009,1.771
25/12/2009,1.779
19/01/2010,1.754
27/02/2010,1.753
29/03/2010,1.755
19/04/2010,1.759
24/05/2010,1.788
18/06/2010,1.806
24/07/2010,1.808
23/08/2010,1.823
25/09/2010,1.828
21/10/2010,1.851
22/11/2010,1.838
24/12/2010,1.836
22/01/2011,1.853
25/02/2011,1.849
24/03/2011,1.886
22/04/2011,1.882
08/06/2011,1.917
24/06/2011,1.91
22/07/2011,1.923
23/08/2011,1.929
24/09/2011,1.925
19/10/2011,1.937
23/11/2011,1.96
19/12/2011,1.954
23/01/2012,1.966
28/02/2012,1.836
25/03/2012,1.807
21/04/2012,1.812
27/05/2012,1.833
19/06/2012,1.84
23/07/2012,1.853
27/08/2012,1.86
19/09/2012,1.853
21/10/2012,1.857
19/11/2012,1.876
06/12/2012,1.856
06/12/2012,
17/12/2012,1.876
19/01/2013,1.872
21/02/2013,1.765
19/03/2013,1.716
16/04/2013,1.714
21/05/2013,1.692
16/06/2013,1.694
29/07/2013,1.678
23/08/2013,1.683
26/09/2013,1.681
23/10/2013,1.697
21/11/2013,1.714
21/12/2013,1.731
24/01/2014,1.758
16/02/2014,1.771
19/03/2014,1.789
23/04/2014,1.813
23/05/2014,1.832
23/06/2014,1.87
18/07/2014,1.891
17/08/2014,1.916
21/09/2014,1.938
17/10/2014,1.943
20/11/2014,1.96
22/12/2014,1.982
25/01/2015,1.99
22/02/2015,1.997
19/03/2015,1.865
26/04/2015,1.613
21/05/2015,1.659
25/06/2015,1.703
26/07/2015,1.744
21/08/2015,1.762
29/09/2015,1.773
22/10/2015,1.781
27/11/2015,1.796
28/12/2015,1.811
25/01/2016,1.825
26/02/2016,1.854
27/03/2016,1.88
24/04/2016,1.906
29/05/2016,1.957
24/06/2016,1.989
23/07/2016,1.997
22/08/2016,2.005
22/09/2016,2.016
22/10/2016,2.028
22/11/2016,2.041
22/12/2016,2.054
22/01/2017,2.073
22/02/2017,2.068
22/03/2017,1.734
22/04/2017,1.785
22/05/2017,1.829
22/06/2017,1.781
22/07/2017,1.803
22/08/2017,1.83
22/09/2017,1.859
24/10/2017,1.876
24/11/2017,1.894
24/12/2017,1.923
24/01/2018,1.945
24/02/2018,1.975
24/03/2018,2.0
24/04/2018,2.036
24/05/2018,2.064
24/06/2018,2.086
24/07/2018,2.093
21/08/2018,2.105
24/08/2018,2.105
24/09/2018,2.112
24/10/2018,2.113
30/10/2018,2.114
02/11/2018,2.113
05/11/2018,2.114
07/11/2018,2.114
08/11/2018,2.112
09/11/2018,2.112
10/11/2018,2.113
11/11/2018,2.112
12/11/2018,2.113
13/11/2018,2.114
15/11/2018,2.114
16/11/2018,2.114
17/11/2018,2.114
18/11/2018,2.115
19/11/2018,2.115
21/11/2018,2.116
22/11/2018,2.116
23/11/2018,2.116
24/11/2018,2.115
24/11/2018,2.117
25/11/2018,2.115
26/11/2018,2.116
27/11/2018,2.116
28/11/2018,2.117
29/11/2018,2.118
30/11/2018,2.118
01/12/2018,2.118
02/12/2018,2.118
03/12/2018,2.118
04/12/2018,2.119
05/12/2018,2.12
06/12/2018,2.12
07/12/2018,2.121
08/12/2018,2.121
09/12/2018,2.122
10/12/2018,2.123
11/12/2018,2.124
12/12/2018,2.121
13/12/2018,2.119
14/12/2018,2.12
15/12/2018,2.12
16/12/2018,2.12
17/12/2018,2.12
18/12/2018,2.121
19/12/2018,2.121
20/12/2018,2.121
21/12/2018,2.122
22/12/2018,2.122
23/12/2018,2.122
24/12/2018,2.122
24/12/2018,2.122
25/12/2018,2.122
26/12/2018,2.121
27/12/2018,2.122
28/12/2018,2.122
29/12/2018,2.123
30/12/2018,2.122
31/12/2018,2.122
01/01/2019,2.122
02/01/2019,2.121
03/01/2019,2.121
04/01/2019,2.121
05/01/2019,2.122
06/01/2019,2.122
07/01/2019,2.122
08/01/2019,2.123
09/01/2019,2.123
10/01/2019,2.124
11/01/2019,2.124
12/01/2019,2.124
13/01/2019,2.125
14/01/2019,2.125
15/01/2019,2.125
16/01/2019,2.124
17/01/2019,2.125
18/01/2019,2.125
19/01/2019,2.125
20/01/2019,2.126
21/01/2019,2.127
22/01/2019,2.126
23/01/2019,2.126
24/01/2019,2.127
24/01/2019,2.127
25/01/2019,2.127
26/01/2019,2.126
27/01/2019,2.126
28/01/2019,2.126
29/01/2019,2.127
31/01/2019,2.123
01/02/2019,2.026
02/02/2019,1.968
03/02/2019,1.939
04/02/2019,1.922
05/02/2019,1.902
06/02/2019,1.884
07/02/2019,1.868
08/02/2019,1.798
09/02/2019,1.726
10/02/2019,1.704
11/02/2019,1.686
12/02/2019,1.669
13/02/2019,1.646
14/02/2019,1.631
15/02/2019,1.613
16/02/2019,1.599
17/02/2019,1.585
18/02/2019,1.576
19/02/2019,1.565
20/02/2019,1.557
21/02/2019,1.549
25/02/2019,1.528
26/02/2019,1.526
27/02/2019,1.522
28/02/2019,1.523
01/03/2019,1.524
02/03/2019,1.523
03/03/2019,1.521
04/03/2019,1.522
05/03/2019,1.521
06/03/2019,1.522
07/03/2019,1.524
08/03/2019,1.526
09/03/2019,1.526
10/03/2019,1.527
11/03/2019,1.527
12/03/2019,1.528
13/03/2019,1.528
14/03/2019,1.532
15/03/2019,1.527
16/03/2019,1.533
17/03/2019,1.534
18/03/2019,1.534
19/03/2019,1.534
20/03/2019,1.531
21/03/2019,1.535
22/03/2019,1.535
23/03/2019,1.537
24/03/2019,1.537
25/03/2019,1.538
26/03/2019,1.541
27/03/2019,1.535
28/03/2019,1.541
29/03/2019,1.542
30/03/2019,1.541
31/03/2019,1.542
01/04/2019,1.542
02/04/2019,1.544
03/04/2019,1.545
04/04/2019,1.544
05/04/2019,1.547
06/04/2019,1.55
07/04/2019,1.55
08/04/2019,1.549
09/04/2019,1.549
10/04/2019,1.547
11/04/2019,1.552
12/04/2019,1.555
13/04/2019,1.556
14/04/2019,1.56
15/04/2019,1.559
16/04/2019,1.56
17/04/2019,1.558
18/04/2019,1.558
19/04/2019,1.561
20/04/2019,1.561
21/04/2019,1.562
22/04/2019,1.56
23/04/2019,1.559
24/04/2019,1.563
25/04/2019,1.567
26/04/2019,1.566
27/04/2019,1.569
28/04/2019,1.568
29/04/2019,1.57
30/04/2019,1.567
01/05/2019,1.561
02/05/2019,1.565
03/05/2019,1.567
04/05/2019,1.567
05/05/2019,1.568
06/05/2019,1.569
07/05/2019,1.569
08/05/2019,1.567
09/05/2019,1.567
10/05/2019,1.567
11/05/2019,1.57
12/05/2019,1.575
13/05/2019,1.578
14/05/2019,1.579
15/05/2019,1.577
16/05/2019,1.578
17/05/2019,1.578
18/05/2019,1.578
19/05/2019,1.58
20/05/2019,1.584
21/05/2019,1.587
22/05/2019,1.582
23/05/2019,1.588
24/05/2019,1.587
25/05/2019,1.587
26/05/2019,1.589
27/05/2019,1.588
28/05/2019,1.595
29/05/2019,1.593
30/05/2019,1.595
31/05/2019,1.596
01/06/2019,1.597
02/06/2019,1.601
03/06/2019,1.601
04/06/2019,1.607
05/06/2019,1.605
06/06/2019,1.606
07/06/2019,1.606
08/06/2019,1.609
09/06/2019,1.61
10/06/2019,1.612
11/06/2019,1.613
12/06/2019,1.615
13/06/2019,1.617
14/06/2019,1.612
15/06/2019,1.611
16/06/2019,1.613
17/06/2019,1.615
18/06/2019,1.618
19/06/2019,1.621
20/06/2019,1.621
21/06/2019,1.622
22/06/2019,1.622
23/06/2019,1.621
24/06/2019,1.621
25/06/2019,1.626
26/06/2019,1.625
27/06/2019,1.626
28/06/2019,1.632
29/06/2019,1.631
30/06/2019,1.633
01/07/2019,1.633
02/07/2019,1.631
03/07/2019,1.63
04/07/2019,1.635
05/07/2019,1.637
06/07/2019,1.641
07/07/2019,1.643
