Fecha,Pozo L10-16
01/10/2007,2.103
29/10/2007,2.1
05/12/2007,2.115
27/12/2007,2.126
02/02/2008,2.107
05/03/2008,2.138
31/03/2008,2.15
03/05/2008,2.166
27/05/2008,2.192
30/06/2008,2.198
04/08/2008,2.212
24/08/2008,2.199
25/09/2008,2.193
26/10/2008,2.179
05/12/2008,2.188
26/12/2008,2.184
25/01/2009,2.177
24/02/2009,2.215
23/03/2009,2.2
16/04/2009,2.194
17/05/2009,2.211
25/06/2009,2.224
23/07/2009,2.222
17/08/2009,2.21
25/09/2009,2.186
19/10/2009,2.181
26/11/2009,2.154
25/12/2009,2.165
24/01/2010,2.171
27/02/2010,2.144
29/03/2010,2.149
19/04/2010,2.156
24/05/2010,2.206
22/06/2010,2.23
24/07/2010,2.257
23/08/2010,2.215
25/09/2010,2.233
21/10/2010,2.238
22/11/2010,2.216
25/12/2010,2.228
22/01/2011,2.161
25/02/2011,2.255
24/03/2011,2.283
22/04/2011,2.278
27/05/2011,2.335
24/06/2011,2.337
22/07/2011,2.344
23/08/2011,2.347
19/09/2011,2.356
30/10/2011,2.342
23/11/2011,2.363
19/12/2011,2.352
15/01/2012,2.324
28/02/2012,2.124
23/03/2012,2.168
23/04/2012,2.219
22/05/2012,2.254
19/06/2012,2.251
23/07/2012,2.279
27/08/2012,2.281
19/09/2012,2.262
26/10/2012,2.266
19/11/2012,2.282
06/12/2012,2.263
06/12/2012,
17/12/2012,2.279
18/01/2013,2.281
21/02/2013,2.059
19/03/2013,2.098
16/04/2013,2.118
21/05/2013,2.07
19/06/2013,2.054
22/07/2013,2.101
23/08/2013,2.088
26/09/2013,2.08
23/10/2013,2.097
21/11/2013,2.132
21/12/2013,2.137
25/01/2014,2.163
20/02/2014,2.185
17/03/2014,2.208
20/04/2014,2.251
19/05/2014,2.27
21/06/2014,2.308
17/07/2014,2.344
17/08/2014,2.355
21/09/2014,2.36
17/10/2014,2.364
20/11/2014,2.356
22/12/2014,2.404
19/01/2015,2.407
22/02/2015,2.413
19/03/2015,2.23
19/04/2015,2.01
21/05/2015,2.092
25/06/2015,2.15
23/07/2015,2.185
21/08/2015,2.209
19/09/2015,2.205
22/10/2015,2.209
27/11/2015,2.226
28/12/2015,2.251
22/01/2016,2.263
26/02/2016,2.294
24/03/2016,2.321
26/04/2016,2.359
30/05/2016,2.404
24/06/2016,2.428
22/07/2016,2.44
23/08/2016,2.438
23/09/2016,2.446
23/10/2016,2.458
23/11/2016,2.464
23/12/2016,2.48
28/12/2016,2.48
28/12/2016,
23/01/2017,2.495
23/02/2017,2.476
23/03/2017,2.157
23/04/2017,2.235
23/05/2017,2.305
23/06/2017,2.22
23/07/2017,2.274
23/08/2017,2.297
23/09/2017,2.319
23/10/2017,2.335
23/11/2017,2.344
23/12/2017,2.365
23/01/2018,2.397
23/02/2018,2.418
23/03/2018,2.442
23/04/2018,2.468
23/05/2018,2.498
23/06/2018,2.519
23/07/2018,2.524
23/08/2018,2.533
23/09/2018,2.531
23/10/2018,2.526
23/11/2018,2.526
23/12/2018,2.533
23/01/2019,2.537
23/02/2019,1.769
23/03/2019,1.875
23/04/2019,1.935
23/05/2019,1.994
21/06/2019,2.034
19/07/2019,2.067
19/08/2019,2.108
21/09/2019,2.132
23/10/2019,
21/11/2019,2.155
19/12/2019,2.178
24/01/2020,2.212
21/02/2020,2.231
22/03/2020,2.281
23/04/2020,2.319
22/05/2020,2.366
28/05/2020,2.383
21/06/2020,2.411
21/07/2020,2.441
21/07/2020,2.442
23/08/2020,2.472
23/08/2020,2.472
23/09/2020,2.21
23/09/2020,2.215
23/10/2020,2.25
23/10/2020,2.252
18/11/2020,2.283
18/11/2020,2.283
21/12/2020,2.32
21/12/2020,2.32
19/01/2021,2.342
19/01/2021,2.342
19/02/2021,2.374
19/02/2021,2.374
17/03/2021,2.402
17/03/2021,2.402
18/04/2021,2.436
18/04/2021,2.436
22/05/2021,2.485
22/05/2021,2.485
21/06/2021,2.519
21/06/2021,2.519
18/07/2021,2.537
18/07/2021,2.537
18/08/2021,2.551
18/08/2021,2.551
22/09/2021,2.561
22/09/2021,2.562
21/10/2021,2.566
21/10/2021,2.566
23/11/2021,2.572
23/11/2021,2.573
19/12/2021,2.576
19/12/2021,2.578
19/01/2022,2.586
19/01/2022,2.586
21/02/2022,2.6
21/02/2022,2.6
25/03/2022,2.564
25/03/2022,2.564
22/04/2022,2.587
22/04/2022,2.586
22/05/2022,2.62
22/05/2022,2.618
19/06/2022,2.633
19/06/2022,2.631
19/07/2022,2.647
19/07/2022,2.645
22/08/2022,2.659
22/08/2022,2.659
27/09/2022,2.67
23/10/2022,2.675
23/11/2022,2.677
17/12/2022,2.679
14/01/2023,2.69
19/01/2023,2.691
19/01/2023,2.691
17/02/2023,2.513
27/02/2023,2.536
27/03/2023,2.562
12/04/2023,2.55
25/04/2023,2.58
11/05/2023,2.606
25/05/2023,2.631
29/05/2023,2.63
08/06/2023,2.649
22/06/2023,2.668
27/06/2023,2.677
11/07/2023,2.694
22/07/2023,2.697
22/07/2023,2.695
06/08/2023,2.704
10/08/2023,2.704
24/08/2023,2.71
07/09/2023,2.717
06/10/2023,2.723
11/11/2023,2.732
11/12/2023,2.738
07/01/2024,2.752
10/02/2024,2.759
24/02/2024,2.737
24/02/2024,2.736
09/03/2024,2.769
23/03/2024,2.779
23/03/2024,2.775
13/04/2024,2.786
27/04/2024,2.79
27/04/2024,2.791
11/05/2024,2.798
25/05/2024,2.808
07/06/2024,2.813
23/06/2024,2.822
10/07/2024,2.83
27/07/2024,2.845
09/08/2024,2.845
19/08/2024,2.844
19/08/2024,2.845
12/09/2024,2.855
26/09/2024,2.857
26/09/2024,2.856
24/10/2024,2.859
08/11/2024,2.866
28/11/2024,2.867
06/12/2024,2.868
