Fecha,Pozo L10-6
01/10/2007,1.878
29/10/2007,1.875
05/12/2007,1.89
27/12/2007,1.912
31/01/2008,1.867
02/03/2008,1.898
30/03/2008,1.903
03/05/2008,1.93
28/05/2008,1.929
25/06/2008,1.936
04/08/2008,1.96
25/08/2008,1.954
01/10/2008,1.939
26/10/2008,1.943
30/11/2008,1.967
29/12/2008,1.971
27/01/2009,1.959
26/02/2009,1.963
21/03/2009,1.969
16/04/2009,1.956
18/05/2009,1.97
25/06/2009,1.978
23/07/2009,1.977
18/08/2009,1.962
25/09/2009,1.952
19/10/2009,1.953
24/11/2009,1.94
24/11/2009,
25/11/2009,1.931
25/12/2009,1.935
23/01/2010,1.936
27/02/2010,1.922
29/03/2010,1.923
25/04/2010,1.938
24/05/2010,1.963
18/06/2010,1.976
24/07/2010,2.004
23/08/2010,1.977
24/09/2010,1.996
21/10/2010,2.017
22/11/2010,2.016
24/12/2010,2.037
22/01/2011,2.044
25/02/2011,2.037
24/03/2011,2.062
24/04/2011,2.072
28/05/2011,2.104
24/06/2011,2.092
22/07/2011,2.108
23/08/2011,2.11
24/09/2011,2.103
19/10/2011,2.117
23/11/2011,2.115
19/12/2011,2.131
23/01/2012,2.141
27/02/2012,1.958
25/03/2012,1.965
25/04/2012,1.99
22/05/2012,2.004
19/06/2012,2.022
24/07/2012,2.035
25/08/2012,2.035
21/09/2012,2.038
30/10/2012,2.038
19/11/2012,2.059
17/12/2012,2.059
19/01/2013,2.065
23/02/2013,1.833
21/03/2013,1.851
20/04/2013,1.874
26/05/2013,1.823
30/05/2013,1.83
30/05/2013,
23/06/2013,1.838
22/07/2013,1.841
23/08/2013,1.849
26/09/2013,1.847
24/10/2013,1.878
21/11/2013,1.902
21/12/2013,1.92
22/01/2014,1.949
24/02/2014,1.98
25/03/2014,2.0
23/04/2014,2.023
22/05/2014,2.051
23/06/2014,2.088
18/07/2014,2.109
21/08/2014,2.126
24/09/2014,2.13
17/10/2014,2.135
20/11/2014,2.162
29/12/2014,2.172
29/01/2015,2.179
16/03/2015,2.163
29/04/2015,1.804
31/05/2015,1.869
26/06/2015,1.904
31/07/2015,1.979
27/08/2015,1.982
25/09/2015,1.979
30/10/2015,1.99
28/11/2015,2.01
29/12/2015,2.023
29/01/2016,2.055
26/02/2016,2.078
27/03/2016,2.19
28/04/2016,2.136
29/05/2016,2.173
15/06/2016,2.176
23/07/2016,2.22
26/08/2016,2.199
26/09/2016,2.207
26/10/2016,2.222
26/11/2016,2.235
26/12/2016,2.25
26/01/2017,2.247
25/02/2017,1.932
26/03/2017,
26/04/2017,
26/05/2017,
26/06/2017,
26/07/2017,
26/08/2017,
26/09/2017,2.092
26/10/2017,2.113
28/11/2017,2.121
26/12/2017,2.138
26/01/2018,2.171
26/02/2018,2.194
26/03/2018,2.212
26/04/2018,2.232
26/05/2018,2.263
26/06/2018,
26/07/2018,
21/08/2018,
26/08/2018,
26/09/2018,
26/10/2018,
26/11/2018,
26/12/2018,
26/01/2019,
26/02/2019,
26/03/2019,
26/04/2019,
26/05/2019,
28/06/2019,
26/07/2019,
26/08/2019,
26/09/2019,
26/10/2019,
26/11/2019,
26/12/2019,
26/01/2020,
26/02/2020,
26/03/2020,
26/04/2020,
26/05/2020,
26/06/2020,
26/07/2020,
26/08/2020,
26/09/2020,
26/10/2020,
26/11/2020,
26/12/2020,
26/01/2021,
28/01/2021,2.132
28/01/2021,2.132
26/02/2021,2.155
26/02/2021,2.155
25/03/2021,2.183
25/03/2021,2.183
27/04/2021,2.224
05/05/2021,2.236
05/05/2021,2.235
27/06/2021,2.293
26/07/2021,
29/08/2021,2.324
29/08/2021,2.324
27/09/2021,2.332
27/09/2021,2.333
13/10/2021,2.337
29/10/2021,2.341
29/10/2021,2.341
27/11/2021,
15/12/2021,
29/01/2022,
11/02/2022,
10/03/2022,2.378
10/03/2022,2.376
26/03/2022,2.325
26/03/2022,2.323
09/04/2022,2.327
09/04/2022,2.328
30/04/2022,2.356
30/04/2022,2.356
08/05/2022,2.366
08/05/2022,2.366
27/05/2022,2.381
27/05/2022,2.379
11/06/2022,2.385
11/06/2022,2.385
26/06/2022,2.395
26/06/2022,2.393
11/07/2022,2.4
11/07/2022,2.4
31/07/2022,2.408
31/07/2022,2.409
11/08/2022,2.415
11/08/2022,2.414
28/08/2022,2.423
28/08/2022,2.421
11/09/2022,2.427
25/09/2022,2.435
25/09/2022,2.436
12/10/2022,2.441
30/12/2022,
31/01/2023,
31/03/2023,
12/04/2023,2.322
12/05/2023,2.371
26/05/2023,2.396
26/05/2023,2.395
14/06/2023,2.421
14/06/2023,2.419
23/06/2023,2.432
23/06/2023,2.431
09/07/2023,2.45
09/07/2023,2.448
27/07/2023,2.463
27/07/2023,2.463
11/08/2023,2.468
11/08/2023,2.466
18/08/2023,2.47
08/09/2023,2.48
08/09/2023,2.48
05/10/2023,2.49
05/10/2023,2.489
30/11/2023,
31/12/2023,
31/01/2024,
29/02/2024,
31/03/2024,
30/04/2024,
24/05/2024,2.563
06/06/2024,2.568
06/06/2024,2.569
22/06/2024,2.576
13/07/2024,2.59
13/07/2024,2.589
08/08/2024,2.6
23/08/2024,2.603
23/08/2024,2.601
30/09/2024,
11/10/2024,2.623
21/10/2024,2.625
30/11/2024,
