Fecha,Pozo L10-12
29/10/2007,2.11
05/12/2007,2.12
27/12/2007,2.14
02/02/2008,2.109
05/03/2008,2.136
31/03/2008,2.148
03/05/2008,2.17
27/05/2008,2.186
28/06/2008,2.181
04/08/2008,2.21
24/08/2008,2.198
25/09/2008,2.185
26/10/2008,2.175
05/12/2008,2.187
26/12/2008,2.181
25/01/2009,2.175
24/02/2009,2.178
23/03/2009,2.193
16/04/2009,2.192
17/05/2009,2.202
25/06/2009,2.221
23/07/2009,2.214
25/08/2009,2.194
25/09/2009,2.177
19/10/2009,2.165
26/11/2009,2.143
25/12/2009,2.158
24/01/2010,2.164
27/02/2010,2.128
29/03/2010,2.141
19/04/2010,2.149
24/05/2010,2.203
22/06/2010,2.224
24/07/2010,2.245
23/08/2010,2.231
25/09/2010,2.238
21/10/2010,2.252
22/11/2010,2.246
25/12/2010,2.258
22/01/2011,2.269
25/02/2011,2.271
24/03/2011,2.298
22/04/2011,2.293
27/05/2011,2.343
24/06/2011,2.349
22/07/2011,2.358
23/08/2011,2.353
19/09/2011,2.35
30/10/2011,2.355
23/11/2011,2.373
29/11/2011,2.373
29/11/2011,
19/12/2011,2.364
15/01/2012,2.296
28/02/2012,2.169
23/03/2012,2.185
23/04/2012,2.222
22/05/2012,2.248
19/06/2012,2.246
23/07/2012,2.278
27/08/2012,2.286
19/09/2012,2.266
26/10/2012,2.267
19/11/2012,2.282
17/12/2012,2.28
18/01/2013,2.286
21/02/2013,1.991
19/03/2013,2.056
16/04/2013,2.086
21/05/2013,2.038
19/06/2013,2.031
22/07/2013,2.087
23/08/2013,2.077
26/09/2013,2.079
23/10/2013,2.099
21/11/2013,2.139
21/12/2013,2.147
23/01/2014,2.186
16/02/2014,2.212
19/03/2014,2.232
24/04/2014,2.285
23/05/2014,2.304
23/06/2014,2.344
17/07/2014,2.367
17/08/2014,2.378
21/09/2014,2.375
17/10/2014,2.385
20/11/2014,2.391
17/12/2014,2.399
17/12/2014,2.399
17/12/2014,
19/01/2015,2.422
22/02/2015,2.415
19/03/2015,2.229
19/04/2015,2.015
21/05/2015,2.094
25/06/2015,2.158
23/07/2015,2.204
21/08/2015,2.223
19/09/2015,2.22
22/10/2015,2.222
27/11/2015,2.239
28/12/2015,2.268
22/01/2016,2.282
26/02/2016,2.318
24/03/2016,2.345
26/04/2016,2.385
30/05/2016,2.428
24/06/2016,2.45
22/07/2016,2.462
23/08/2016,2.458
23/09/2016,2.466
23/10/2016,2.477
23/11/2016,2.485
23/12/2016,2.505
23/01/2017,2.515
23/02/2017,2.491
23/03/2017,2.201
23/04/2017,2.264
23/05/2017,2.329
23/06/2017,2.235
23/07/2017,2.291
23/08/2017,2.323
23/09/2017,2.348
23/10/2017,2.365
23/11/2017,2.367
23/12/2017,2.393
23/01/2018,2.42
23/02/2018,2.444
23/03/2018,2.466
23/04/2018,2.492
23/05/2018,2.523
23/06/2018,2.544
23/07/2018,2.548
23/08/2018,2.556
23/09/2018,2.554
23/10/2018,2.544
23/11/2018,2.54
23/12/2018,2.548
23/01/2019,2.553
23/02/2019,1.769
23/03/2019,1.876
23/04/2019,1.945
23/05/2019,2.006
21/06/2019,2.052
20/07/2019,2.094
19/08/2019,2.139
21/09/2019,2.162
23/10/2019,
21/11/2019,2.173
19/12/2019,2.195
24/01/2020,2.235
21/02/2020,2.262
22/03/2020,2.313
23/04/2020,2.349
22/05/2020,2.402
28/05/2020,2.419
21/06/2020,2.448
21/07/2020,2.48
21/07/2020,2.482
23/08/2020,2.513
23/08/2020,2.514
23/09/2020,2.227
23/09/2020,2.232
22/10/2020,2.269
22/10/2020,2.269
18/11/2020,2.307
18/11/2020,2.307
21/12/2020,2.338
21/12/2020,2.338
19/01/2021,2.363
19/01/2021,2.363
19/02/2021,2.394
19/02/2021,2.394
17/03/2021,2.425
17/03/2021,2.425
18/04/2021,2.461
18/04/2021,2.461
22/05/2021,2.514
22/05/2021,2.514
22/05/2021,2.514
21/06/2021,2.551
21/06/2021,2.551
18/07/2021,2.568
18/07/2021,2.568
18/08/2021,2.582
18/08/2021,2.582
22/09/2021,2.588
22/09/2021,2.589
21/10/2021,2.591
21/10/2021,2.591
23/11/2021,2.596
23/11/2021,2.597
19/12/2021,2.598
19/12/2021,2.561
19/01/2022,2.609
19/01/2022,2.609
21/02/2022,2.623
21/02/2022,2.623
25/03/2022,2.56
25/03/2022,2.558
22/04/2022,2.603
22/04/2022,2.602
22/05/2022,2.642
22/05/2022,2.641
19/06/2022,2.661
19/06/2022,2.66
19/07/2022,2.677
19/07/2022,2.675
22/08/2022,2.689
22/08/2022,2.689
16/09/2022,2.692
17/10/2022,2.702
23/11/2022,2.704
17/12/2022,2.706
14/01/2023,2.717
19/01/2023,2.718
19/01/2023,2.718
31/03/2023,
25/04/2023,2.601
29/05/2023,2.657
27/06/2023,2.709
31/07/2023,2.732
04/08/2023,2.736
29/08/2023,2.744
25/09/2023,2.75
16/10/2023,2.753
21/11/2023,2.764
17/12/2023,2.771
26/01/2024,2.779
22/02/2024,2.788
11/03/2024,2.797
17/04/2024,2.818
11/05/2024,2.83
16/06/2024,2.848
24/07/2024,2.87
24/08/2024,2.879
30/09/2024,
20/10/2024,2.894
18/11/2024,2.896
